character,defination
圅,<big><font color='#f00'>hán</font></big><br>• variant of 函[hán]<br>
圇,<big><font color='#f00'>lún</font></big><br>• complete<br>
圈,<big><font color='#f00'>juān</font></big><br>• to confine<br>• to lock up<br>• to pen in<br>
圈,<big><font color='#f00'>juàn</font></big><br>• pen (pig)<br>• a fold<br>
圈,"<big><font color='#f00'>quān</font></big><br>• circle<br>• ring<br>• loop<br>• classifier for loops, orbits, laps of race etc<br>• CL:個|个[gè]<br>• to surround<br>• to circle<br>"
圉,<big><font color='#f00'>yǔ</font></big><br>• horse stable<br>• frontier<br>
圊,<big><font color='#f00'>qīng</font></big><br>• restroom<br>• latrine<br>
國,<big><font color='#f00'>Guó</font></big><br>• surname Guo<br>
國,<big><font color='#f00'>guó</font></big><br>• country<br>• nation<br>• state<br>• national<br>• CL:個|个[gè]<br>
圌,<big><font color='#f00'>chuí</font></big><br>• name of a mountain<br>
圍,<big><font color='#f00'>Wéi</font></big><br>• surname Wei<br>
圍,"<big><font color='#f00'>wéi</font></big><br>• to encircle<br>• to surround<br>• all around<br>• to wear by wrapping around (scarf, shawl)<br>"
圏,<big><font color='#f00'>quān</font></big><br>• Japanese variant of 圈<br>
圐,<big><font color='#f00'>kū</font></big><br>• see 圐圙[kū lu:è]<br>
園,<big><font color='#f00'>Yuán</font></big><br>• surname Yuan<br>
園,<big><font color='#f00'>yuán</font></big><br>• land used for growing plants<br>• site used for public recreation<br>
圓,<big><font color='#f00'>yuán</font></big><br>• circle<br>• round<br>• circular<br>• spherical<br>• (of the moon) full<br>• unit of Chinese currency (Yuan)<br>• tactful<br>• to justify<br>
圕,<big><font color='#f00'>tuān</font></big><br>• contraction of the three characters of 圖書館|图书馆[tú shū guǎn]<br>• library<br>
圖,<big><font color='#f00'>tú</font></big><br>• diagram<br>• picture<br>• drawing<br>• chart<br>• map<br>• CL:張|张[zhāng]<br>• to plan<br>• to scheme<br>• to attempt<br>• to pursue<br>• to seek<br>
團,"<big><font color='#f00'>tuán</font></big><br>• round<br>• lump<br>• ball<br>• to roll into a ball<br>• to gather<br>• regiment<br>• group<br>• society<br>• classifier for a lump or a soft mass: wad (of paper), ball (of wool), cloud (of smoke)<br>"
圙,<big><font color='#f00'>lu:è</font></big><br>• see 圐圙[kū lu:è]<br>
圛,<big><font color='#f00'>yì</font></big><br>• mist rolling upwards<br>
圜,<big><font color='#f00'>huán</font></big><br>• circle<br>• encircle<br>
圜,<big><font color='#f00'>yuán</font></big><br>• circle<br>• round<br>
圞,<big><font color='#f00'>luán</font></big><br>• round<br>
土,<big><font color='#f00'>Tǔ</font></big><br>• Tu (ethnic group)<br>• surname Tu<br>
土,<big><font color='#f00'>tǔ</font></big><br>• earth<br>• dust<br>• clay<br>• local<br>• indigenous<br>• crude opium<br>• unsophisticated<br>• one of the eight ancient musical instruments 八音[bā yīn]<br>
圧,<big><font color='#f00'>yā</font></big><br>• Japanese variant of 壓|压<br>
在,<big><font color='#f00'>zài</font></big><br>• (located) at<br>• (to be) in<br>• to exist<br>• in the middle of doing sth<br>• (indicating an action in progress)<br>
圩,<big><font color='#f00'>wéi</font></big><br>• dike<br>
圩,<big><font color='#f00'>xū</font></big><br>• (dialect) country fair<br>• country market<br>
圪,<big><font color='#f00'>gē</font></big><br>• (phonetic)<br>
圬,<big><font color='#f00'>wū</font></big><br>• to plaster<br>• whitewash<br>
圭,<big><font color='#f00'>guī</font></big><br>• (old) jade tablet (a ceremonial badge of rank)<br>
圮,<big><font color='#f00'>pǐ</font></big><br>• destroyed<br>• injure<br>
圯,"<big><font color='#f00'>yí</font></big><br>• bridge, bank<br>"
地,"<big><font color='#f00'>de</font></big><br>• -ly<br>• structural particle: used before a verb or adjective, linking it to preceding modifying adverbial adjunct<br>"
地,<big><font color='#f00'>dì</font></big><br>• earth<br>• ground<br>• field<br>• place<br>• land<br>• CL:片[piàn]<br>
圱,<big><font color='#f00'>qiān</font></big><br>• a field of three li<br>• old variant of 阡[qiān]<br>
圱,<big><font color='#f00'>sú</font></big><br>• old variant of 俗[sú]<br>
圳,"<big><font color='#f00'>zhèn</font></big><br>• (dialect) drainage ditch between fields (Taiwan pr. [zùn])<br>• used in place names, notably 深圳[Shēn zhèn]<br>"
圴,<big><font color='#f00'>zhuó</font></big><br>• footprint<br>
圻,<big><font color='#f00'>qí</font></big><br>• boundary<br>• a border<br>
圾,<big><font color='#f00'>jī</font></big><br>• see 垃圾[lā jī]<br>• Taiwan pr. [sè]<br>
址,<big><font color='#f00'>zhǐ</font></big><br>• location<br>• site<br>
坂,<big><font color='#f00'>bǎn</font></big><br>• variant of 阪[bǎn]<br>
坆,<big><font color='#f00'>fén</font></big><br>• variant of 墳|坟[fén]<br>• grave<br>• tomb<br>
坆,<big><font color='#f00'>méi</font></big><br>• variant of 梅[méi]<br>• plum<br>
均,<big><font color='#f00'>jūn</font></big><br>• equal<br>• even<br>• all<br>• uniform<br>
坈,<big><font color='#f00'>kēng</font></big><br>• old variant of 坑[kēng]<br>• pit<br>• hole<br>
坊,<big><font color='#f00'>Fāng</font></big><br>• surname Fang<br>
坊,<big><font color='#f00'>fāng</font></big><br>• lane (usually as part of a street name)<br>• memorial archway<br>
坊,<big><font color='#f00'>fáng</font></big><br>• workshop<br>• mill<br>• Taiwan pr. [fāng]<br>
坋,<big><font color='#f00'>bèn</font></big><br>• dust<br>• to dust<br>• a bank of earth<br>• to bring together<br>• to dig<br>• also pr. [fèn]<br>
坌,<big><font color='#f00'>bèn</font></big><br>• variant of 坋[bèn]<br>• old variant of 笨[bèn]<br>
坍,<big><font color='#f00'>tān</font></big><br>• to collapse<br>
坎,"<big><font color='#f00'>kǎn</font></big><br>• pit<br>• threshold<br>• one of the Eight Trigrams 八卦[bā guà], symbolizing water<br>• ☵<br>"
坐,<big><font color='#f00'>Zuò</font></big><br>• surname Zuo<br>
坐,"<big><font color='#f00'>zuò</font></big><br>• to sit<br>• to take a seat<br>• to take (a bus, airplane etc)<br>• to bear fruit<br>• variant of 座[zuò]<br>"
坑,<big><font color='#f00'>kēng</font></big><br>• hole<br>• pit<br>• tunnel<br>• to defraud<br>
坒,<big><font color='#f00'>bì</font></big><br>• to compare<br>• to match<br>• to equal<br>
坓,<big><font color='#f00'>jǐng</font></big><br>• variant of 阱[jǐng]<br>
坕,<big><font color='#f00'>jīng</font></big><br>• old variant of 經|经[jīng]<br>
坡,<big><font color='#f00'>pō</font></big><br>• slope<br>• CL:個|个[gè]<br>• sloping<br>• slanted<br>
坤,"<big><font color='#f00'>kūn</font></big><br>• one of the Eight Trigrams 八卦[bā guà], symbolizing earth<br>• female principle<br>• ☷<br>• ancient Chinese compass point: 225° (southwest)<br>"
坦,<big><font color='#f00'>tǎn</font></big><br>• flat<br>• open-hearted<br>• level<br>• smooth<br>
坨,<big><font color='#f00'>tuó</font></big><br>• see 坨子[tuó zi]<br>
坩,<big><font color='#f00'>gān</font></big><br>• crucible<br>
坪,"<big><font color='#f00'>píng</font></big><br>• a plain<br>• ping, unit of area equal to approx. 3.3058 square meters (used in Japan and Taiwan)<br>"
坫,<big><font color='#f00'>diàn</font></big><br>• stand for goblets<br>
坭,<big><font color='#f00'>ní</font></big><br>• variant of 泥[ní]<br>
坯,<big><font color='#f00'>pī</font></big><br>• blank (e.g. for a coin)<br>• unburnt earthenware<br>• semifinished product<br>• Taiwan pr. [pēi]<br>
坰,<big><font color='#f00'>jiōng</font></big><br>• environs<br>• wilderness<br>
坱,<big><font color='#f00'>yǎng</font></big><br>• fine dust<br>• plentiful<br>• vast<br>
坲,<big><font color='#f00'>fó</font></big><br>• (of dust) to rise in the air<br>
坳,<big><font color='#f00'>ào</font></big><br>• a depression<br>• cavity<br>• hollow<br>
坴,<big><font color='#f00'>lù</font></big><br>• a clod of earth<br>• land<br>
坵,<big><font color='#f00'>qiū</font></big><br>• variant of 丘[qiū]<br>• hillock<br>
坷,<big><font color='#f00'>kě</font></big><br>• uneven (path)<br>• unfortunate (in life)<br>
坻,<big><font color='#f00'>chí</font></big><br>• islet<br>• rock in river<br>
坻,<big><font color='#f00'>dǐ</font></big><br>• place name<br>
坼,<big><font color='#f00'>chè</font></big><br>• to crack<br>• to split<br>• to break<br>• to chap<br>
坿,<big><font color='#f00'>fù</font></big><br>• variant of 附[fù]<br>
垂,<big><font color='#f00'>chuí</font></big><br>• to hang (down)<br>• droop<br>• dangle<br>• bend down<br>• hand down<br>• bequeath<br>• nearly<br>• almost<br>• to approach<br>
垃,<big><font color='#f00'>lā</font></big><br>• see 垃圾[lā jī]<br>• Taiwan pr. [lè]<br>
垈,<big><font color='#f00'>dài</font></big><br>• used in place names<br>• Japanese -nuta<br>• Korean -dae<br>
型,<big><font color='#f00'>xíng</font></big><br>• mold<br>• type<br>• style<br>• model<br>
垌,<big><font color='#f00'>dòng</font></big><br>• field<br>• farm<br>• used in place names<br>
垍,<big><font color='#f00'>jì</font></big><br>• hard earth<br>
垓,<big><font color='#f00'>gāi</font></big><br>• boundary<br>
垔,<big><font color='#f00'>yīn</font></big><br>• to restrain<br>• to dam a stream and change its direction<br>• a mound<br>
垕,<big><font color='#f00'>hòu</font></big><br>• thick<br>
垖,<big><font color='#f00'>duī</font></big><br>• old variant of 堆[duī]<br>
垗,<big><font color='#f00'>zhào</font></big><br>• sacrifice<br>
垚,"<big><font color='#f00'>yáo</font></big><br>• variant of 堯|尧, legendary emperor Yao, c. 2200 BC<br>• embankment<br>"
垛,<big><font color='#f00'>duǒ</font></big><br>• battlement<br>• target<br>
垛,<big><font color='#f00'>duò</font></big><br>• pile<br>
垜,<big><font color='#f00'>duǒ</font></big><br>• variant of 垛[duǒ]<br>
垝,<big><font color='#f00'>guǐ</font></big><br>• to destroy<br>• to damage<br>• dilapidated<br>• collapsed<br>
垞,<big><font color='#f00'>chá</font></big><br>• mound<br>• small hill<br>• (used in place names)<br>
垟,<big><font color='#f00'>yáng</font></big><br>• clay sheep buried with the dead<br>
垠,<big><font color='#f00'>yín</font></big><br>• limit<br>• border<br>• river bank<br>
垡,<big><font color='#f00'>fá</font></big><br>• to turn the soil<br>• upturned soil<br>• (used in place names)<br>
垢,<big><font color='#f00'>gòu</font></big><br>• dirt<br>• disgrace<br>
垣,<big><font color='#f00'>yuán</font></big><br>• wall<br>
垤,<big><font color='#f00'>dié</font></big><br>• anthill<br>• mound<br>
垧,"<big><font color='#f00'>shǎng</font></big><br>• unit of land area, with value varying from area to area (worth one hectare or 15 mǔ 亩 in parts of northeast China, but only 3 or 5 mǔ in northwest China)<br>"
垮,<big><font color='#f00'>kuǎ</font></big><br>• to collapse<br>• to break or wear down<br>• to defeat<br>
垯,"<big><font color='#f00'>da</font></big><br>• see 圪垯, lump<br>• pimple<br>• mound<br>"
垵,<big><font color='#f00'>ǎn</font></big><br>• (used in place names)<br>• variant of 埯[ǎn]<br>
垺,<big><font color='#f00'>póu</font></big><br>• extremely large<br>
垾,<big><font color='#f00'>hàn</font></big><br>• small dike<br>
垿,<big><font color='#f00'>xù</font></big><br>• earthern goblet stand also known as 反坫[fǎn diàn] (old)<br>• old variant of 序<br>
埀,<big><font color='#f00'>chuí</font></big><br>• old variant of 垂[chuí]<br>
埂,<big><font color='#f00'>gěng</font></big><br>• strip of high ground<br>• low earth dyke separating fields<br>
埃,<big><font color='#f00'>Aī</font></big><br>• abbr. for Egypt 埃及[Aī jí]<br>
埃,<big><font color='#f00'>āi</font></big><br>• dust<br>• dirt<br>• angstrom<br>• phonetic ai or e<br>
埄,<big><font color='#f00'>běng</font></big><br>• variant of 埲[běng]<br>
埄,<big><font color='#f00'>fēng</font></big><br>• landmark used during the Song Dynasty (960-1279 AD)<br>
埆,<big><font color='#f00'>què</font></big><br>• (of land) barren<br>• stony<br>
埇,<big><font color='#f00'>yǒng</font></big><br>• raised path<br>
埈,<big><font color='#f00'>jùn</font></big><br>• variant of 峻[jùn]<br>
埋,<big><font color='#f00'>mái</font></big><br>• to bury<br>
埋,<big><font color='#f00'>mán</font></big><br>• to blame<br>
埌,<big><font color='#f00'>làng</font></big><br>• wasteland<br>• wild<br>
城,"<big><font color='#f00'>chéng</font></big><br>• city walls<br>• city<br>• town<br>• CL:座[zuò],道[dào],個|个[gè]<br>"
埏,<big><font color='#f00'>shān</font></big><br>• to mix water with clay<br>
埏,<big><font color='#f00'>yán</font></big><br>• boundary<br>
埒,<big><font color='#f00'>liè</font></big><br>• (literary) equal<br>• enclosure<br>• dike<br>• embankment<br>• Taiwan pr. [lè]<br>
埔,<big><font color='#f00'>bù</font></big><br>• port<br>• wharf<br>• pier<br>
埔,<big><font color='#f00'>pǔ</font></big><br>• port<br>• flat land next to a river or ocean<br>
埕,<big><font color='#f00'>chéng</font></big><br>• earthen jar<br>
埗,<big><font color='#f00'>bù</font></big><br>• wharf<br>• dock<br>• jetty<br>• trading center<br>• port<br>• place name<br>
埛,<big><font color='#f00'>jiōng</font></big><br>• old variant of 坰[jiōng]<br>
埜,<big><font color='#f00'>yě</font></big><br>• old variant of 野[yě]<br>
域,<big><font color='#f00'>yù</font></big><br>• field<br>• region<br>• area<br>• domain (taxonomy)<br>
埠,<big><font color='#f00'>bù</font></big><br>• wharf<br>• port<br>• pier<br>
埡,<big><font color='#f00'>yā</font></big><br>• (dialect) strip of land between hills<br>• used in place names<br>• also pr. [yà]<br>
埤,<big><font color='#f00'>pí</font></big><br>• low wall<br>
埦,<big><font color='#f00'>wǎn</font></big><br>• variant of 碗[wǎn]<br>
埧,<big><font color='#f00'>jù</font></big><br>• diked pond<br>
埭,<big><font color='#f00'>dài</font></big><br>• dam<br>
埯,<big><font color='#f00'>ǎn</font></big><br>• hole in the ground to plant seeds in<br>• to make a hole for seeds<br>• to dibble<br>
埰,<big><font color='#f00'>cài</font></big><br>• old variant of 采[cài]<br>
埲,<big><font color='#f00'>běng</font></big><br>• see 塕埲[wěng běng]<br>• classifier for walls (Cantonese)<br>
埳,<big><font color='#f00'>kǎn</font></big><br>• old variant of 坎[kǎn]<br>• pit<br>• hole<br>
埴,<big><font color='#f00'>zhí</font></big><br>• soil with large clay content<br>
埵,<big><font color='#f00'>duǒ</font></big><br>• solid earth<br>
埶,<big><font color='#f00'>yì</font></big><br>• skill<br>• art<br>
執,<big><font color='#f00'>zhí</font></big><br>• to execute (a plan)<br>• to grasp<br>
埸,<big><font color='#f00'>yì</font></big><br>• border<br>
培,<big><font color='#f00'>péi</font></big><br>• to bank up with earth<br>• to cultivate (lit. or fig.)<br>• to train (people)<br>
基,<big><font color='#f00'>jī</font></big><br>• base<br>• foundation<br>• basic<br>• radical (chemistry)<br>• (slang) gay<br>
埼,<big><font color='#f00'>qí</font></big><br>• headland<br>
埽,<big><font color='#f00'>sào</font></big><br>• dike<br>• old variant of 掃|扫[sào]<br>
堀,<big><font color='#f00'>kū</font></big><br>• cave<br>• hole<br>
堂,"<big><font color='#f00'>táng</font></big><br>• (main) hall<br>• large room for a specific purpose<br>• CL:間|间[jiān]<br>• relationship between cousins etc on the paternal side of a family<br>• of the same clan<br>• classifier for classes, lectures etc<br>• classifier for sets of furniture<br>"
堃,<big><font color='#f00'>kūn</font></big><br>• variant of 坤[kūn]<br>
堄,<big><font color='#f00'>nì</font></big><br>• parapet<br>
堅,<big><font color='#f00'>jiān</font></big><br>• strong<br>• solid<br>• firm<br>• unyielding<br>• resolute<br>
堆,<big><font color='#f00'>duī</font></big><br>• to pile up<br>• to heap up<br>• a mass<br>• pile<br>• heap<br>• stack<br>• large amount<br>
堇,<big><font color='#f00'>jǐn</font></big><br>• clay<br>• old variant of 僅|仅[jǐn]<br>• violet (plant)<br>
堈,"<big><font color='#f00'>gāng</font></big><br>• earthen jug, crock, cistern<br>"
堉,<big><font color='#f00'>yù</font></big><br>• fertile soil<br>
堊,<big><font color='#f00'>è</font></big><br>• to whitewash<br>• to plaster<br>
堋,<big><font color='#f00'>péng</font></big><br>• target in archery<br>
堌,<big><font color='#f00'>gù</font></big><br>• place name<br>
堍,<big><font color='#f00'>tù</font></big><br>• side of bridge<br>
堎,<big><font color='#f00'>líng</font></big><br>• mound<br>• tomb<br>
堖,<big><font color='#f00'>nǎo</font></big><br>• small hill<br>• used in geographic names<br>
堘,<big><font color='#f00'>chéng</font></big><br>• variant of 塍[chéng]<br>
堙,<big><font color='#f00'>yīn</font></big><br>• bury<br>• mound<br>• to dam<br>• close<br>
堝,<big><font color='#f00'>guō</font></big><br>• crucible<br>
堞,<big><font color='#f00'>dié</font></big><br>• battlements<br>
堠,<big><font color='#f00'>hòu</font></big><br>• mounds for beacons<br>
堡,"<big><font color='#f00'>bǎo</font></big><br>• an earthwork<br>• castle<br>• position of defense<br>• stronghold<br>• used in place names, often as phonetic bao for 'burg' or 'bad'<br>"
堡,<big><font color='#f00'>pù</font></big><br>• variant of 鋪|铺[pù]<br>• used in place names<br>
堤,<big><font color='#f00'>dī</font></big><br>• dike<br>• Taiwan pr. [tí]<br>
堦,<big><font color='#f00'>jiē</font></big><br>• variant of 階|阶[jiē]<br>
堧,<big><font color='#f00'>ruán</font></big><br>• adjoin<br>
堨,<big><font color='#f00'>è</font></big><br>• dam<br>• to stop<br>• check<br>
堪,<big><font color='#f00'>kān</font></big><br>• to endure<br>• may<br>• can<br>
堭,<big><font color='#f00'>huáng</font></big><br>• a dry moat outside a city wall<br>• a dry ditch<br>
堮,<big><font color='#f00'>è</font></big><br>• a boundary<br>• a border<br>
堯,"<big><font color='#f00'>Yáo</font></big><br>• surname Yao<br>• Yao or Tang Yao (c. 2200 BC), one of Five legendary Emperors 五帝[wǔ dì], second son of Di Ku 帝嚳|帝喾[Dì Kù]<br>"
堰,<big><font color='#f00'>yàn</font></big><br>• weir<br>
報,"<big><font color='#f00'>bào</font></big><br>• to announce<br>• to inform<br>• report<br>• newspaper<br>• recompense<br>• revenge<br>• CL:份[fèn],張|张[zhāng]<br>"
堲,<big><font color='#f00'>jí</font></big><br>• hate<br>
堳,<big><font color='#f00'>méi</font></big><br>• low wall<br>
場,"<big><font color='#f00'>cháng</font></big><br>• threshing floor<br>• classifier for events and happenings: spell, episode, bout<br>"
場,<big><font color='#f00'>chǎng</font></big><br>• large place used for a specific purpose<br>• stage<br>• scene (of a play)<br>• classifier for sporting or recreational activities<br>• classifier for number of exams<br>
堵,<big><font color='#f00'>dǔ</font></big><br>• to stop up<br>• (to feel) stifled or suffocated<br>• wall<br>• classifier for walls<br>
堽,<big><font color='#f00'>gāng</font></big><br>• mound<br>
堿,<big><font color='#f00'>jiǎn</font></big><br>• variant of 鹼|碱[jiǎn]<br>• base<br>• soda<br>
塁,<big><font color='#f00'>lěi</font></big><br>• Japanese variant of 壘|垒<br>
塂,<big><font color='#f00'>jiǎng</font></big><br>• (dialect) hill<br>
塄,<big><font color='#f00'>léng</font></big><br>• elevated bank around a field<br>
塈,<big><font color='#f00'>jì</font></big><br>• (literary) to plaster<br>• to pick up<br>• to rest<br>
塊,"<big><font color='#f00'>kuài</font></big><br>• lump (of earth)<br>• chunk<br>• piece<br>• classifier for pieces of cloth, cake, soap etc<br>• (coll.) classifier for money and currency units<br>"
塋,<big><font color='#f00'>yíng</font></big><br>• a grave<br>
塌,<big><font color='#f00'>tā</font></big><br>• to collapse<br>• to droop<br>• to settle down<br>
塍,<big><font color='#f00'>chéng</font></big><br>• raised path between fields<br>
塏,<big><font color='#f00'>kǎi</font></big><br>• dry terrain<br>
塑,<big><font color='#f00'>sù</font></big><br>• to model (a figure) in clay<br>
塒,<big><font color='#f00'>shí</font></big><br>• hen roost<br>
塓,<big><font color='#f00'>mì</font></big><br>• to plaster<br>• whitewash (wall)<br>
塔,<big><font color='#f00'>tǎ</font></big><br>• pagoda<br>• tower<br>• minaret<br>• stupa (abbr. loanword from Sanskrit tapo)<br>• CL:座[zuò]<br>
塕,<big><font color='#f00'>wěng</font></big><br>• flying dust (dialect)<br>• dust<br>
塗,<big><font color='#f00'>tú</font></big><br>• to apply (paint etc)<br>• to smear<br>• to daub<br>• to blot out<br>• to scribble<br>• to scrawl<br>• (literary) mud<br>• street<br>
塘,<big><font color='#f00'>táng</font></big><br>• dyke<br>• embankment<br>• pool or pond<br>• hot-water bathing pool<br>
塙,<big><font color='#f00'>què</font></big><br>• truly<br>
塚,<big><font color='#f00'>zhǒng</font></big><br>• variant of 冢[zhǒng]<br>• burial mound<br>
塝,<big><font color='#f00'>bàng</font></big><br>• the edge<br>• border of a field<br>
塞,<big><font color='#f00'>Sāi</font></big><br>• Serbia<br>• Serbian<br>• abbr. for 塞爾維亞|塞尔维亚[Sāi ěr wéi yà]<br>
塞,<big><font color='#f00'>sāi</font></big><br>• to stop up<br>• to squeeze in<br>• to stuff<br>• cork<br>• stopper<br>
塞,<big><font color='#f00'>sài</font></big><br>• strategic pass<br>• tactical border position<br>
塞,<big><font color='#f00'>sè</font></big><br>• to stop up<br>• to stuff<br>• to cope with<br>
塟,<big><font color='#f00'>zàng</font></big><br>• old variant of 葬[zàng]<br>
塠,<big><font color='#f00'>duī</font></big><br>• old variant of 堆[duī]<br>
塡,<big><font color='#f00'>tián</font></big><br>• variant of 填[tián]<br>
塢,<big><font color='#f00'>wù</font></big><br>• dock<br>• low wall<br>
塤,<big><font color='#f00'>xūn</font></big><br>• ocarina<br>• wind instrument consisting of an egg-shaped chamber with holes<br>
塥,<big><font color='#f00'>gé</font></big><br>• dry clay lump<br>
塩,<big><font color='#f00'>yán</font></big><br>• Japanese variant of 鹽|盐<br>
填,<big><font color='#f00'>tián</font></big><br>• to fill or stuff<br>• (of a form etc) to fill in<br>
塬,"<big><font color='#f00'>yuán</font></big><br>• plateau, esp. Loess Plateau of northwest China 黃土高原|黄土高原[Huáng tǔ Gāo yuán]<br>"
塱,<big><font color='#f00'>lǎng</font></big><br>• raised bank<br>• mud wall<br>
塲,<big><font color='#f00'>cháng</font></big><br>• variant of 場|场[cháng]<br>
塲,<big><font color='#f00'>chǎng</font></big><br>• variant of 場|场[chǎng]<br>
塵,<big><font color='#f00'>chén</font></big><br>• dust<br>• dirt<br>• earth<br>
塹,<big><font color='#f00'>qiàn</font></big><br>• moat around a city<br>
塼,<big><font color='#f00'>zhuān</font></big><br>• variant of 甎|砖[zhuān]<br>
塽,<big><font color='#f00'>shuǎng</font></big><br>• elevated prominent ground<br>
塾,<big><font color='#f00'>shú</font></big><br>• private school<br>
塿,<big><font color='#f00'>lǒu</font></big><br>• small mound<br>
墀,<big><font color='#f00'>chí</font></big><br>• courtyard<br>
墁,<big><font color='#f00'>màn</font></big><br>• to plaster<br>
境,<big><font color='#f00'>jìng</font></big><br>• border<br>• place<br>• condition<br>• boundary<br>• circumstances<br>• territory<br>
墅,<big><font color='#f00'>shù</font></big><br>• villa<br>
墈,<big><font color='#f00'>kàn</font></big><br>• cliff<br>
墉,<big><font color='#f00'>yōng</font></big><br>• fortified wall<br>• city wall<br>
墊,<big><font color='#f00'>diàn</font></big><br>• pad<br>• cushion<br>• mat<br>• to pad out<br>• to fill a gap<br>• to pay for sb<br>• to advance (money)<br>
墐,<big><font color='#f00'>jǐn</font></big><br>• bury<br>• plaster with mud<br>
墒,<big><font color='#f00'>shāng</font></big><br>• plowed earth<br>• soil moisture<br>• furrow<br>
墓,<big><font color='#f00'>mù</font></big><br>• grave<br>• tomb<br>• mausoleum<br>
墖,<big><font color='#f00'>tǎ</font></big><br>• old variant of 塔[tǎ]<br>
増,<big><font color='#f00'>zēng</font></big><br>• Japanese variant of 增[zēng]<br>
墜,<big><font color='#f00'>zhuì</font></big><br>• to fall<br>• to drop<br>• to weigh down<br>
墝,<big><font color='#f00'>qiāo</font></big><br>• stony soil<br>
增,<big><font color='#f00'>zēng</font></big><br>• to increase<br>• to expand<br>• to add<br>
墟,<big><font color='#f00'>xū</font></big><br>• ruins<br>• (literary) village<br>• variant of 圩[xū]<br>• country fair<br>
墠,<big><font color='#f00'>shàn</font></big><br>• level spot for sacrifices<br>
墦,<big><font color='#f00'>fán</font></big><br>• a grave<br>
墨,"<big><font color='#f00'>Mò</font></big><br>• surname Mo<br>• abbr. for 墨西哥[Mò xī gē], Mexico<br>"
墨,<big><font color='#f00'>mò</font></big><br>• ink stick<br>• China ink<br>• CL:塊|块[kuài]<br>• corporal punishment consisting of tattooing characters on the victim's forehead<br>
墩,<big><font color='#f00'>dūn</font></big><br>• block<br>• gate pillar<br>• pier<br>• classifier for clusters of plants<br>• classifier for rounds in a card game: trick<br>
墪,<big><font color='#f00'>dūn</font></big><br>• old variant of 墩[dūn]<br>
墫,<big><font color='#f00'>zūn</font></big><br>• goblet<br>• bottle<br>• wine-jar<br>
墬,<big><font color='#f00'>dì</font></big><br>• variant of 地[dì]<br>
墮,<big><font color='#f00'>duò</font></big><br>• to fall<br>• to degenerate<br>
墰,<big><font color='#f00'>tán</font></big><br>• variant of 罈|坛[tán]<br>
墳,<big><font color='#f00'>fén</font></big><br>• grave<br>• tomb<br>• CL:座[zuò]<br>• embankment<br>• mound<br>• ancient book<br>
墵,<big><font color='#f00'>tán</font></big><br>• old variant of 壜[tán]<br>
墺,<big><font color='#f00'>ào</font></big><br>• building-plot<br>
墻,"<big><font color='#f00'>qiáng</font></big><br>• variant of 牆|墙[qiáng], wall<br>"
墾,<big><font color='#f00'>kěn</font></big><br>• to reclaim (land)<br>• to cultivate<br>
壁,<big><font color='#f00'>bì</font></big><br>• wall<br>• rampart<br>
壄,<big><font color='#f00'>yě</font></big><br>• erroneous variant of 野[yě]<br>
壅,<big><font color='#f00'>yōng</font></big><br>• to obstruct<br>• to stop up<br>• to heap soil around the roots of a plant<br>
壆,<big><font color='#f00'>bó</font></big><br>• mounded row of soil (in which crops are planted)<br>
壇,<big><font color='#f00'>tán</font></big><br>• platform<br>• rostrum<br>• altar<br>
壈,<big><font color='#f00'>lǎn</font></big><br>• disappointed<br>
壊,<big><font color='#f00'>huài</font></big><br>• Japanese variant of 壞|坏<br>
壋,<big><font color='#f00'>dàng</font></big><br>• (dialect) earthen dyke in a river or rice paddy (for irrigation purposes)<br>
壌,<big><font color='#f00'>rǎng</font></big><br>• Japanese variant of 壤<br>
壎,<big><font color='#f00'>xūn</font></big><br>• ancient porcelain wind-instrument<br>
壑,<big><font color='#f00'>hè</font></big><br>• gully<br>• ravine<br>• Taiwan pr. [huò]<br>
壒,<big><font color='#f00'>ài</font></big><br>• dust<br>• mud<br>
壓,<big><font color='#f00'>yā</font></big><br>• to press<br>• to push down<br>• to keep under (control)<br>• pressure<br>
壓,<big><font color='#f00'>yà</font></big><br>• see 壓根兒|压根儿[yà gēn r]<br>
壔,<big><font color='#f00'>dǎo</font></big><br>• column<br>• cylinder<br>
壕,<big><font color='#f00'>háo</font></big><br>• moat<br>• (military) trench<br>
壖,<big><font color='#f00'>ruán</font></big><br>• land on water edge or under wall<br>
壘,"<big><font color='#f00'>lěi</font></big><br>• rampart<br>• base (in baseball)<br>• to build with stones, bricks etc<br>"
壙,<big><font color='#f00'>kuàng</font></big><br>• tomb<br>
壚,<big><font color='#f00'>lú</font></big><br>• clay<br>• shop<br>
壜,<big><font color='#f00'>tán</font></big><br>• variant of 罈|坛[tán]<br>
壝,<big><font color='#f00'>wěi</font></big><br>• mound<br>• embankment<br>• the earthen altar to the god of the soil<br>
壞,<big><font color='#f00'>huài</font></big><br>• bad<br>• spoiled<br>• broken<br>• to break down<br>• (suffix) to the utmost<br>
壟,<big><font color='#f00'>lǒng</font></big><br>• ridge between fields<br>• row of crops<br>• grave mound<br>
壠,<big><font color='#f00'>lǒng</font></big><br>• ridge between fields<br>• row of crops<br>• grave mound<br>• old variant of 壟|垄<br>
壡,<big><font color='#f00'>ruì</font></big><br>• variant of 睿[ruì]<br>
壢,"<big><font color='#f00'>lì</font></big><br>• hole, pit<br>"
