character,defination
乩,<big><font color='#f00'>jī</font></big><br>• to divine<br>
乪,<big><font color='#f00'>nāng</font></big><br>• a bend in a river (Cantonese)<br>
乫,<big><font color='#f00'>xx</font></big><br>• phonetic 'gal' used in place names (Korean gugja)<br>
乭,<big><font color='#f00'>shí</font></big><br>• rock<br>• phonetic 'dol' used in names (Korean kugja)<br>
乳,<big><font color='#f00'>rǔ</font></big><br>• breast<br>• milk<br>
乴,<big><font color='#f00'>xué</font></big><br>• to grasp<br>
乵,<big><font color='#f00'>yǎn</font></big><br>• archaic variant of 進|进[jìn]<br>
乶,"<big><font color='#f00'>Fǔ</font></big><br>• phonetic pol, used in Korean place name<br>• see Polha 乶下[Fǔ xià], Korean place name in former Hamgyeongdo Province 咸鏡道|咸镜道[Xián jìng dào]<br>"
乷,<big><font color='#f00'>xx</font></big><br>• phonetic 'sal' (Korean gugja)<br>
乸,<big><font color='#f00'>nǎ</font></big><br>• feminine suffix (Cantonese)<br>• postfix indicating feminine<br>
乹,<big><font color='#f00'>qián</font></big><br>• old variant of 乾[qián]<br>
乹,<big><font color='#f00'>gān</font></big><br>• old variant of 乾|干[gān]<br>
乺,<big><font color='#f00'>xx</font></big><br>• phonetic 'sol' used in place names (Korean gugja)<br>
乼,<big><font color='#f00'>xx</font></big><br>• rope (Korean gugja)<br>
乾,<big><font color='#f00'>Qián</font></big><br>• surname Qian<br>
乾,"<big><font color='#f00'>qián</font></big><br>• one of the Eight Trigrams 八卦[bā guà], symbolizing heaven<br>• male principle<br>• ☰<br>• ancient Chinese compass point: 315° (northwest)<br>"
乾,<big><font color='#f00'>Gān</font></big><br>• surname Gan<br>
乾,<big><font color='#f00'>gān</font></big><br>• dry<br>• clean<br>• in vain<br>• dried food<br>• foster<br>• adoptive<br>• to ignore<br>
乿,<big><font color='#f00'>luàn</font></big><br>• archaic variant of 亂|乱[luàn]<br>
乿,<big><font color='#f00'>zhì</font></big><br>• archaic variant of 治[zhì]<br>
亀,<big><font color='#f00'>guī</font></big><br>• old variant of 龜|龟[guī]<br>
亁,<big><font color='#f00'>qián</font></big><br>• variant of 乾[qián]<br>
亁,<big><font color='#f00'>gān</font></big><br>• variant of 乾|干[gān]<br>
亂,<big><font color='#f00'>luàn</font></big><br>• in confusion or disorder<br>• in a confused state of mind<br>• disorder<br>• upheaval<br>• riot<br>• illicit sexual relations<br>• to throw into disorder<br>• to mix up<br>• indiscriminate<br>• random<br>• arbitrary<br>
亃,"<big><font color='#f00'>lín</font></big><br>• mythical animal, said to have yellow body and white tail<br>"
亄,<big><font color='#f00'>yì</font></big><br>• covetous<br>• greedy<br>• stingy<br>
亅,<big><font color='#f00'>jué</font></big><br>• 'vertical stroke with hook' radical in Chinese characters (Kangxi radical 6)<br>• see also 豎鉤|竖钩[shù gōu]<br>
了,<big><font color='#f00'>le</font></big><br>• (modal particle intensifying preceding clause)<br>• (completed action marker)<br>
了,<big><font color='#f00'>liǎo</font></big><br>• to finish<br>• to achieve<br>• variant of 瞭|了[liǎo]<br>• to understand clearly<br>
亇,<big><font color='#f00'>gè</font></big><br>• variant of 個|个[gè]<br>
予,<big><font color='#f00'>yú</font></big><br>• (archaic) I<br>• me<br>
予,<big><font color='#f00'>yǔ</font></big><br>• to give<br>
亊,<big><font color='#f00'>shì</font></big><br>• variant of 事[shì]<br>
事,"<big><font color='#f00'>shì</font></big><br>• matter<br>• thing<br>• item<br>• work<br>• affair<br>• CL:件[jiàn],樁|桩[zhuāng],回[huí]<br>"
二,<big><font color='#f00'>èr</font></big><br>• two<br>• 2<br>• (Beijing dialect) stupid<br>
亍,<big><font color='#f00'>chù</font></big><br>• step with the right foot<br>• see 彳亍[chì chù]<br>
于,<big><font color='#f00'>Yú</font></big><br>• surname Yu<br>
于,<big><font color='#f00'>yú</font></big><br>• to go<br>• to take<br>• sentence-final interrogative particle<br>• variant of 於|于[yú]<br>
亐,<big><font color='#f00'>yú</font></big><br>• archaic variant of 于[Yú]<br>
云,<big><font color='#f00'>yún</font></big><br>• (classical) to say<br>
互,<big><font color='#f00'>hù</font></big><br>• mutual<br>
亓,<big><font color='#f00'>Qí</font></big><br>• surname Qi<br>
亓,<big><font color='#f00'>qí</font></big><br>• his<br>• her<br>• its<br>• their<br>
五,<big><font color='#f00'>wǔ</font></big><br>• five<br>• 5<br>
井,"<big><font color='#f00'>Jǐng</font></big><br>• Jing, one of the 28 constellations of Chinese astronomy<br>• surname Jing<br>"
井,<big><font color='#f00'>jǐng</font></big><br>• a well<br>• CL:口[kǒu]<br>• neat<br>• orderly<br>
亖,<big><font color='#f00'>sì</font></big><br>• old variant of 四[sì]<br>
亙,<big><font color='#f00'>gèn</font></big><br>• extending all the way across<br>• running all the way through<br>
些,<big><font color='#f00'>xiē</font></big><br>• some<br>• few<br>• several<br>• measure word indicating a small amount or small number (greater than 1)<br>
亜,<big><font color='#f00'>yà</font></big><br>• Japanese variant of 亞|亚<br>
亝,<big><font color='#f00'>qí</font></big><br>• old variant of 齊|齐[qí]<br>
亝,<big><font color='#f00'>zhāi</font></big><br>• old variant of 齋|斋[zhāi]<br>
亞,<big><font color='#f00'>Yà</font></big><br>• Asia<br>• Asian<br>• Taiwan pr. [Yǎ]<br>
亞,<big><font color='#f00'>yà</font></big><br>• second<br>• next to<br>• inferior<br>• sub-<br>• Taiwan pr. [yǎ]<br>
亟,<big><font color='#f00'>jí</font></big><br>• urgent<br>
亟,<big><font color='#f00'>qì</font></big><br>• repeatedly<br>• frequently<br>
亠,<big><font color='#f00'>tóu</font></big><br>• 'lid' radical in Chinese characters (Kangxi radical 8)<br>
亡,<big><font color='#f00'>wáng</font></big><br>• to die<br>• to lose<br>• to be gone<br>• to flee<br>• deceased<br>
亢,"<big><font color='#f00'>Kàng</font></big><br>• surname Kang<br>• Kang, one of the 28 constellations<br>"
亢,<big><font color='#f00'>kàng</font></big><br>• high<br>• overbearing<br>• excessive<br>
交,<big><font color='#f00'>jiāo</font></big><br>• to hand over<br>• to deliver<br>• to pay (money)<br>• to turn over<br>• to make friends<br>• to intersect (lines)<br>• variant of 跤[jiāo]<br>
亥,"<big><font color='#f00'>hài</font></big><br>• 12th earthly branch: 9-11 p.m., 10th solar month (7th November-6th December), year of the Boar<br>• ancient Chinese compass point: 330°<br>"
亦,<big><font color='#f00'>yì</font></big><br>• also<br>
亨,<big><font color='#f00'>hēng</font></big><br>• prosperous<br>• henry (unit of inductance)<br>
亪,"<big><font color='#f00'>xx</font></big><br>• one of the characters used in kwukyel (phonetic 'ye'), an ancient Korean writing system<br>"
享,<big><font color='#f00'>xiǎng</font></big><br>• to enjoy<br>• to benefit<br>• to have the use of<br>
京,<big><font color='#f00'>Jīng</font></big><br>• abbr. for Beijing<br>• surname Jing<br>• Jing ethnic minority<br>
京,<big><font color='#f00'>jīng</font></big><br>• capital city of a country<br>• big<br>• algebraic term for a large number (old)<br>• artificial mound (old)<br>
亭,<big><font color='#f00'>tíng</font></big><br>• pavilion<br>• booth<br>• kiosk<br>• erect<br>
亮,<big><font color='#f00'>liàng</font></big><br>• bright<br>• clear<br>• resonant<br>• to shine<br>• to show<br>• to reveal<br>
亯,<big><font color='#f00'>xiǎng</font></big><br>• old variant of 享[xiǎng]<br>
亱,<big><font color='#f00'>yè</font></big><br>• variant of 夜[yè]<br>
亳,<big><font color='#f00'>Bó</font></big><br>• name of district in Anhui<br>• capital of Yin<br>
亶,<big><font color='#f00'>Dǎn</font></big><br>• surname Dan<br>
亶,<big><font color='#f00'>dǎn</font></big><br>• sincere<br>
亷,<big><font color='#f00'>lián</font></big><br>• old variant of 廉[lián]<br>
亹,<big><font color='#f00'>mén</font></big><br>• mountain pass<br>• defile (archaic)<br>
亹,<big><font color='#f00'>wěi</font></big><br>• resolute<br>
人,"<big><font color='#f00'>rén</font></big><br>• man<br>• person<br>• people<br>• CL:個|个[gè],位[wèi]<br>"
亻,<big><font color='#f00'>rén</font></big><br>• 'person' radical in Chinese characters (Kangxi radical 9)<br>
亼,<big><font color='#f00'>jí</font></big><br>• variant of 集[jí]<br>
亽,<big><font color='#f00'>jí</font></big><br>• archaic variant of 亼[jí]<br>
亽,"<big><font color='#f00'>xx</font></big><br>• one of the characters used in kwukyel (phonetic 'ra'), an ancient Korean writing system<br>"
亾,<big><font color='#f00'>wáng</font></big><br>• old variant of 亡[wáng]<br>
什,<big><font color='#f00'>shén</font></big><br>• what<br>
什,"<big><font color='#f00'>shí</font></big><br>• ten (used in fractions, writing checks etc)<br>• assorted<br>• miscellaneous<br>"
仁,<big><font color='#f00'>rén</font></big><br>• humane<br>• kernel<br>
仂,<big><font color='#f00'>lè</font></big><br>• surplus<br>• tithe<br>
仃,<big><font color='#f00'>dīng</font></big><br>• alone<br>
仄,<big><font color='#f00'>zè</font></big><br>• to tilt<br>• narrow<br>• uneasy<br>• oblique tones (in Chinese poetry)<br>
仆,<big><font color='#f00'>pū</font></big><br>• to fall forward<br>• to fall prostrate<br>
仇,<big><font color='#f00'>Qiú</font></big><br>• surname Qiu<br>
仇,"<big><font color='#f00'>chóu</font></big><br>• hatred<br>• animosity<br>• enmity<br>• foe<br>• enemy<br>• to feel animosity toward (the wealthy, foreigners etc)<br>"
仇,<big><font color='#f00'>qiú</font></big><br>• spouse<br>• companion<br>
仈,<big><font color='#f00'>Bā</font></big><br>• surname Ba<br>
仉,<big><font color='#f00'>Zhǎng</font></big><br>• surname Zhang<br>
今,<big><font color='#f00'>jīn</font></big><br>• today<br>• modern<br>• present<br>• current<br>• this<br>• now<br>
介,<big><font color='#f00'>jiè</font></big><br>• to introduce<br>• to lie between<br>• between<br>• shell<br>• armor<br>
仌,<big><font color='#f00'>bīng</font></big><br>• old variant of 冰[bīng]<br>
仍,<big><font color='#f00'>réng</font></big><br>• still<br>• yet<br>• to remain<br>
仏,<big><font color='#f00'>fó</font></big><br>• Japanese variant of 佛<br>
仒,"<big><font color='#f00'>xx</font></big><br>• one of the characters used in kwukyel (phonetic 'eo' or 'sya'), an ancient Korean writing system<br>"
仔,<big><font color='#f00'>zǎi</font></big><br>• variant of 崽[zǎi]<br>
仔,<big><font color='#f00'>zī</font></big><br>• see 仔肩[zī jiān]<br>
仔,<big><font color='#f00'>zǐ</font></big><br>• meticulous<br>• (of domestic animals or fowls) young<br>
仕,<big><font color='#f00'>shì</font></big><br>• to serve as an official<br>• an official<br>• the two chess pieces in Chinese chess guarding the 'general' or 'king' 將|将[jiàng]<br>
他,<big><font color='#f00'>tā</font></big><br>• he or him<br>• (used for either sex when the sex is unknown or unimportant)<br>• (used before sb's name for emphasis)<br>• (used as a meaningless mock object)<br>• other<br>• another<br>
仗,<big><font color='#f00'>zhàng</font></big><br>• weaponry<br>• to hold (a weapon)<br>• to wield<br>• to rely on<br>• to depend on<br>• war<br>• battle<br>
付,<big><font color='#f00'>Fù</font></big><br>• surname Fu<br>
付,<big><font color='#f00'>fù</font></big><br>• to pay<br>• to hand over to<br>• classifier for pairs or sets of things<br>
仙,<big><font color='#f00'>xiān</font></big><br>• immortal<br>
仚,<big><font color='#f00'>xiān</font></big><br>• old variant of 仙[xiān]<br>
仝,<big><font color='#f00'>tóng</font></big><br>• (used in given names)<br>• variant of 同[tóng]<br>
仞,<big><font color='#f00'>rèn</font></big><br>• (measure)<br>
仟,<big><font color='#f00'>qiān</font></big><br>• thousand (banker's anti-fraud numeral)<br>
仡,"<big><font color='#f00'>Gē</font></big><br>• see 仡佬族[Gē lǎo zú], Gelao or Klau ethnic group of Guizhou<br>• Taiwan pr. [Qì]<br>"
仡,<big><font color='#f00'>yì</font></big><br>• strong<br>• brave<br>
代,<big><font color='#f00'>dài</font></big><br>• to substitute<br>• to act on behalf of others<br>• to replace<br>• generation<br>• dynasty<br>• age<br>• period<br>• (historical) era<br>• (geological) eon<br>
令,<big><font color='#f00'>Líng</font></big><br>• see 令狐[Líng hú]<br>
令,<big><font color='#f00'>líng</font></big><br>• see 脊令[jí líng]<br>
令,<big><font color='#f00'>lǐng</font></big><br>• classifier for a ream of paper<br>
令,<big><font color='#f00'>lìng</font></big><br>• to order<br>• to command<br>• an order<br>• warrant<br>• writ<br>• to cause<br>• to make sth happen<br>• virtuous<br>• honorific title<br>• season<br>• government position (old)<br>
以,<big><font color='#f00'>Yǐ</font></big><br>• abbr. for Israel 以色列[Yǐ sè liè]<br>
以,<big><font color='#f00'>yǐ</font></big><br>• to use<br>• by means of<br>• according to<br>• in order to<br>• because of<br>• at (a certain date or place)<br>
仨,<big><font color='#f00'>sā</font></big><br>• three (colloquial equivalent of 三個|三个)<br>
仫,"<big><font color='#f00'>mù</font></big><br>• name of tribe<br>• see 仫佬族[Mù lǎo zú], Mulao ethnic group of Guangxi<br>"
仮,<big><font color='#f00'>jiǎ</font></big><br>• Japanese variant of 假<br>
仰,<big><font color='#f00'>Yǎng</font></big><br>• surname Yang<br>
仰,<big><font color='#f00'>yǎng</font></big><br>• to face upward<br>• to look up<br>• to admire<br>• to rely on<br>
仲,<big><font color='#f00'>Zhòng</font></big><br>• surname Zhong<br>
仲,<big><font color='#f00'>zhòng</font></big><br>• second month of a season<br>• middle<br>• intermediate<br>• second amongst brothers<br>
仳,<big><font color='#f00'>pǐ</font></big><br>• to part<br>
仵,<big><font color='#f00'>Wǔ</font></big><br>• surname Wu<br>
仵,<big><font color='#f00'>wǔ</font></big><br>• equal<br>• well-matched<br>• to violate<br>
件,"<big><font color='#f00'>jiàn</font></big><br>• item<br>• component<br>• classifier for events, things, clothes etc<br>"
任,<big><font color='#f00'>Rén</font></big><br>• surname Ren<br>• Ren County 任縣|任县[Rén Xiàn] in Hebei<br>
任,"<big><font color='#f00'>rèn</font></big><br>• to assign<br>• to appoint<br>• to take up a post<br>• office<br>• responsibility<br>• to let<br>• to allow<br>• to give free rein to<br>• no matter (how, what etc)<br>• classifier for terms served in office, or for spouses, girlfriends etc (as in 前任男友)<br>"
份,"<big><font color='#f00'>fèn</font></big><br>• classifier for gifts, newspaper, magazine, papers, reports, contracts etc<br>• variant of 分[fèn]<br>"
仿,<big><font color='#f00'>fǎng</font></big><br>• to imitate<br>• to copy<br>
伀,<big><font color='#f00'>zhōng</font></big><br>• restless<br>• agitated<br>
企,<big><font color='#f00'>qǐ</font></big><br>• to plan a project<br>• to stand on tiptoe<br>• Taiwan pr. [qì]<br>• abbr. for 企業|企业[qǐ yè]<br>
伄,<big><font color='#f00'>diào</font></big><br>• see 伄儅[diào dāng]<br>
伇,<big><font color='#f00'>yì</font></big><br>• old variant of 役[yì]<br>
伈,<big><font color='#f00'>xǐn</font></big><br>• nervous<br>• fearful<br>
伉,<big><font color='#f00'>kàng</font></big><br>• spouse<br>• big and tall<br>• strong<br>• robust<br>• upright and outspoken<br>
伊,"<big><font color='#f00'>Yī</font></big><br>• surname Yi<br>• abbr. for 伊拉克[Yī lā kè], Iraq<br>• abbr. for 伊朗[Yī lǎng], Iran<br>"
伊,<big><font color='#f00'>yī</font></big><br>• he<br>• she<br>
伋,<big><font color='#f00'>jí</font></big><br>• unreal<br>
伍,<big><font color='#f00'>Wǔ</font></big><br>• surname Wu<br>
