character,defination
極,<font color='#f00'>ㄐㄧˊ</font><br/>[名]<br/>• 君位。<br/>• 盡頭、最高境界。<br/>• 地球的南北兩端。<br/>• 電池的兩端，生負電者稱為「陰極」，生正電者稱為「陽極」。<br/>[動]<br/>• 窮盡、達到最高點。<br/>[副]<br/>• 程度最高、最大的。<br/>• 很、甚。前接形容詞、副詞，後面常加「了」。<br/>
楶,<font color='#f00'>ㄐㄧㄝˊ</font><br/>[名]<br/>• 柱上支持橫梁的方木。<br/>
楷,<font color='#f00'>ㄎㄞˇ</font><br/>[名]<br/>• 植物名。漆樹科黃連木屬，落葉喬木。葉為奇數羽狀複葉，具有香味，花雌雄異株，不具花瓣。核果為球形，熟時呈暗紅色。材質密緻，可製器物。<br/>• 法式、模範。<br/>• 參見「楷書」條。<br/>
楸,<font color='#f00'>ㄑㄧㄡ</font><br/>[名]<br/>• 植物名。紫薇科，落葉喬木。幹直上聳，葉呈卵形，夏開黃綠色花，有紫色斑點。果實細長成莢狀。材質細緻，耐潮溼，可供建築、造船及製造器具等。<br/>
楹,<font color='#f00'>ㄧㄥˊ</font><br/>[名]<br/>• 廳堂前的直柱。後泛指柱子。<br/>• 量詞。古代計算房屋的單位。<br/>
概,<font color='#f00'>ㄍㄞˋ</font><br/>[名]<br/>• 古代量穀物時，刮平斗斛的器具。<br/>• 度量、品格。<br/>• 大略的情況。<br/>[動]<br/>• 刮平。<br/>• 總括。<br/>[形]<br/>• 約略。<br/>[副]<br/>• 大略。<br/>• 一律。<br/>
榆,<font color='#f00'>ㄩˊ</font><br/>[名]<br/>• 植物名。榆科榆屬，落葉喬木。樹皮深褐色，剝脫如鱗狀。葉為橢圓形或倒卵形，緣邊有重鋸齒。三、四月間開淡紫綠色花，果實扁圓，有膜質之翅。木材堅實，可供製作器具或建築用。<br/>
榑,<font color='#f00'>ㄈㄨˊ</font><br/>[名]<br/>• 榑桑：傳說中的神木，生長於日出的地方。<br/>
榔,<font color='#f00'>ㄌㄤˊ</font><br/>[名]<br/>• 參見「檳榔」、「榔榆」等條。<br/>• 漁人用來驅魚的長木棍。<br/>
榕,<font color='#f00'>ㄖㄨㄥˊ</font><br/>[名]<br/>• 植物名。桑科，常綠喬木。分枝極多，覆蓋面廣。由枝出叢生氣根，狀如馬尾，長者下垂入地。葉橢圓呈倒卵形，表面深綠色。開紅花，果實圓而小，似無花果。樹皮可入藥。產於熱帶地區。材質較柔軟，可製木器。園藝上常作盆栽以觀賞。繁殖容易且生長快速，常植為行道樹。<br/>
榖,<font color='#f00'>ㄍㄨˇ</font><br/>[名]<br/>• 植物名。落葉亞喬木。略似楮，葉深裂而粗。雄花如穗，雌花如球。果實呈紅色。皮　粗，可供製紙。<br/>
榘,• 「矩」的異體字。<br/>
榛,<font color='#f00'>ㄓㄣ</font><br/>[名]<br/>• 植物名。榛木科榛木屬，落葉喬木。葉闊，互生，呈卵形或倒卵形，葉緣為鋸齒狀。春日開單性花。結球形堅果，果仁可食，亦可榨油。果實也稱為「榛」。<br/>• 叢生的草木。<br/>
榜,<font color='#f00'>ㄅㄤˇ / ㄅㄥˋ</font><br/>[名]<br/>• 張貼在公共場所的通告。<br/>• 揭示錄取名單的公告。<br/>[動]<br/>• 告示、揭示。<br/><font color='#f00'>ㄅㄥˋ</font><br/>[名]<br/>• 船槳。<br/>• 船。<br/><font color='#f00'>ㄅㄥˋ</font><br/>[動]<br/>• 鞭打、擊打。<br/>• 使船前進。<br/>
榣,<font color='#f00'>ㄧㄠˊ</font><br/>[動]<br/>• 樹木搖動。<br/>[名]<br/>• 一種大的樹木。<br/>
榤,<font color='#f00'>ㄐㄧㄝˊ</font><br/>[名]<br/>• 雞棲息的小木樁。<br/>
榦,<font color='#f00'>ㄍㄢˋ / ㄏㄢˊ</font><br/>[名]<br/>• 築牆時支撐在牆兩側的柱子。<br/>• 事物的主體部分。<br/><font color='#f00'>ㄏㄢˊ</font><br/>[名]<br/>• 井上的圍欄。<br/>
榧,<font color='#f00'>ㄈㄟˇ</font><br/>[名]<br/>• 植物名。紅豆杉科榧屬，常綠喬木。略似杉，木理甚美，有香氣，為建築及製器之上材。<br/>
榨,<font color='#f00'>ㄓㄚˋ</font><br/>[動]<br/>• 擠壓出汁液。<br/>• 壓迫、逼迫。<br/>[名]<br/>• 擠壓物體汁液的器具。<br/>
榫,<font color='#f00'>ㄙㄨㄣˇ</font><br/>[名]<br/>• 製做木器時，以凹凸相入接合兩件材料，其中凸的部分即稱為「榫」。<br/>
榭,<font color='#f00'>ㄒㄧㄝˋ</font><br/>[名]<br/>• 建築在臺上的房屋。<br/>
榮,<font color='#f00'>ㄖㄨㄥˊ</font><br/>[名]<br/>• 屋檐兩頭翹起的部分。<br/>• 花。<br/>• 富貴、顯達。<br/>• 光耀、光榮。<br/>• 姓。如清代有榮祿。<br/>[形]<br/>• 茂盛、繁多。<br/>[副]<br/>• 光耀的。<br/>
榰,<font color='#f00'>ㄓ</font><br/>[名]<br/>• 基石、柱腳。<br/>[動]<br/>• 支撐。<br/>
榱,<font color='#f00'>ㄘㄨㄟ</font><br/>[名]<br/>• 屋椽。<br/>
榴,<font color='#f00'>ㄌㄧㄡˊ</font><br/>• 參見「石榴」條。<br/>
榶,<font color='#f00'>ㄊㄤˊ</font><br/>[名]<br/>• 榶棣：古書上所記載的一種樹木。<br/>• 碗。<br/>
榷,<font color='#f00'>ㄑㄩㄝˋ</font><br/>[名]<br/>• 獨木橋。<br/>• 賦稅、稅收。<br/>[動]<br/>• 專賣、專營。<br/>• 商量、研討。<br/>
榻,<font color='#f00'>ㄊㄚˋ</font><br/>[名]<br/>• 狹長的矮床。<br/>
榼,<font color='#f00'>ㄎㄜˋ</font><br/>[名]<br/>• 古代的一種盛酒器。<br/>• 泛指盒類的容器。<br/>
榾,<font color='#f00'>ㄍㄨˇ</font><br/>• 參見「榾柮」條。<br/>
榿,<font color='#f00'>ㄑㄧ</font><br/>[名]<br/>• 植物名。即榿木。樺木科，落葉喬木。葉長倒卵形，邊緣呈鋸齒狀。木質堅硬，可作器具及建材。其嫩葉亦可為茶葉的代替品。大陸地區四川省岷江一帶普遍可見。<br/>
槀,• 「槁」的異體字。<br/>
槁,<font color='#f00'>ㄍㄠˇ</font><br/>[形]<br/>• 乾癟枯瘦的。如：「枯槁」、「槁木死灰」。《墨子．耕柱》：「舍今之人而譽先王，是譽槁骨也」。<br/>[名]<br/>• 枯木。<br/>
槃,<font color='#f00'>ㄆㄢˊ</font><br/>[名]<br/>• 古時用來盛水的木製托盤。<br/>• 盤子。<br/>• 古時一種似盤子的樂器。<br/>
槅,<font color='#f00'>ㄍㄜˊ</font><br/>[名]<br/>• 大車的軛。<br/>• 物架的分層。<br/>
槊,<font color='#f00'>ㄕㄨㄛˋ</font><br/>[名]<br/>• 武器名。一種長矛。<br/>
構,<font color='#f00'>ㄍㄡˋ</font><br/>[動]<br/>• 搭蓋、建築。如：「構築」、「構屋結舍」。《淮南子．氾論》：「築土構木，以為宮室」。<br/>• 結集、造成。<br/>• 策畫、運用。<br/>• 設計陷害。<br/>• 挑撥離間。<br/>[名]<br/>• 建築物。<br/>• 組織。<br/>
槌,<font color='#f00'>ㄔㄨㄟˊ</font><br/>[名]<br/>• 敲打東西的器具。形似錘。<br/>[動]<br/>• 敲打。<br/>
槍,<font color='#f00'>ㄑㄧㄤ / ㄔㄥ</font><br/>[名]<br/>• 武器名：(1) 長棍一端嵌以尖銳的金屬頭，可用以刺擊。如：「長槍」。(2) 可發射子彈以射擊目標的武器。口徑一般在十一釐米以下。如：「步槍」、「手槍」、「散彈槍」、「槍炮彈藥」。<br/>• 形狀像槍的器物。<br/>• 量詞。計算槍枝發射的單位。<br/>• 姓。如漢代有槍傳。<br/>[動]<br/>• 碰撞。<br/><font color='#f00'>ㄔㄥ</font><br/>• 參見「欃槍」條。<br/>
槎,<font color='#f00'>ㄔㄚˊ</font><br/>[名]<br/>• 木筏。<br/>• 樹枝。<br/>[動]<br/>• 砍、削。<br/>
槐,<font color='#f00'>ㄏㄨㄞˊ</font><br/>[名]<br/>• 植物名。蝶形花科槐樹屬，落葉喬木。奇數羽狀複葉，背面綠白色，密被薄毛。夏秋開淡黃白色蝶形花。結莢果，含褐色種子，可入藥。<br/>
槓,<font color='#f00'>ㄍㄤˋ</font><br/>[名]<br/>• 較粗的棍子。<br/>• 一種體育器材。<br/>• 作為標記的線條。<br/>[動]<br/>• 磨擦。<br/>• 劃線條以示標記或刪除。<br/>• 吵嘴，自以為是而好與人爭論。<br/>
槔,<font color='#f00'>ㄍㄠ</font><br/>• 參見「桔槔」條。<br/>
槖,• 「橐」的異體字。<br/>
槤,<font color='#f00'>ㄌㄧㄢˊ</font><br/>[名]<br/>• 古代祭祀中盛黍稷的禮器。《說文解字．木部》：「槤，胡槤也。」也作「璉」。<br/>• 一種生於大陸地區南方，形似枇杷的樹木。<br/>• 關門的橫木。即門閂。<br/>
槥,<font color='#f00'>ㄏㄨㄟˋ</font><br/>[名]<br/>• 小的棺木。<br/>
槧,<font color='#f00'>ㄑㄧㄢˋ</font><br/>[名]<br/>• 古時記事寫字用的木板。<br/>• 書札、書簡。<br/>• 古書的版本。<br/>
槨,<font color='#f00'>ㄍㄨㄛˇ</font><br/>[名]<br/>• 棺材外面的套棺。<br/>
槩,• 「概」的異體字。<br/>
槬,<font color='#f00'>ㄏㄨㄚˋ</font><br/>[形]<br/>• 鐘寬大的樣子。<br/>
槭,<font color='#f00'>ㄘㄨˋ</font><br/>[名]<br/>• 槭樹科槭樹屬植物的總稱。落葉喬木，幹平滑，枝條灰青色，葉交互對生，呈掌狀分裂。紅葉美麗，可供觀賞。木材可製器具。<br/>
槮,<font color='#f00'>ㄙㄣ / ㄙㄢˇ</font><br/>[形]<br/>• 樹木高聳的樣子。<br/><font color='#f00'>ㄙㄢˇ</font><br/>[動]<br/>• 在水中積架柴木以圍捕魚群。<br/>
槱,<font color='#f00'>ㄧㄡˇ</font><br/>[動]<br/>• 聚積乾柴焚燒。為一種古代祭祀的儀式。<br/>
槲,<font color='#f00'>ㄏㄨˊ</font><br/>[名]<br/>• 植物名。殼斗科麻櫟屬，落葉喬木。枝椏粗壯，密被黃褐色短毛。葉呈倒卵形，波狀粗鋸齒緣，兩面被有軟毛或星狀毛。堅果卵形，平滑。材質堅硬，可供製器具及枕木；葉子可飼養柞蠶。<br/>
槳,<font color='#f00'>ㄐㄧㄤˇ</font><br/>[名]<br/>• 划船時，在船旁撥水前進的用具。粗長的稱為「櫓」，短小的稱為「槳」。<br/>
槻,<font color='#f00'>ㄍㄨㄟ</font><br/>[名]<br/>• 植物名。即梣。木犀科白蠟樹屬，落葉小喬木。葉為奇數羽狀複葉，卵形。果實呈橢　圓形。木質剛勁有彈性。<br/>
槼,• 「規」的異體字。<br/>
槽,<font color='#f00'>ㄘㄠˊ</font><br/>[名]<br/>• 放飼料餵牲畜的器具。<br/>• 盛飲料等液體的長方形或正方形器具。<br/>• 兩邊高，中間凹下的部分。<br/>• 水道、溝渠。<br/>• 量詞。計算門窗或屋內隔斷物的單位。<br/>
槿,<font color='#f00'>ㄐㄧㄣˇ</font><br/>• 參見「木槿」條。<br/>
樀,<font color='#f00'>ㄉㄧˊ</font><br/>• 參見「樀樀」條。<br/>
樁,<font color='#f00'>ㄓㄨㄤ</font><br/>[名]<br/>• 插入土中的木棒或石柱。<br/>• 量詞。計算事情件數的單位。<br/>
樂,<font color='#f00'>ㄩㄝˋ / ㄌㄠˋ / ㄌㄜˋ / ㄧㄠˋ</font><br/>[名]<br/>• 有規律而和諧動人的聲音。<br/>• 六經之一。即樂經，相傳亡於秦火。<br/>• 姓。如戰國時燕國有樂毅。<br/><font color='#f00'>ㄌㄠˋ</font><br/>[名]<br/>• 地名用字。如大陸地區河北省有樂亭、山東省有樂陵。<br/><font color='#f00'>ㄌㄜˋ</font><br/>[形]<br/>• 歡喜、愉悅。<br/><font color='#f00'>ㄌㄜˋ</font><br/>[名]<br/>• 快樂的事或態度。<br/>• 聲色情事。<br/><font color='#f00'>ㄌㄜˋ</font><br/>[動]<br/>• 笑。<br/>• 喜愛。<br/><font color='#f00'>ㄧㄠˋ</font><br/>[動]<br/>• 喜好、欣賞。用於文言文。<br/>
樅,<font color='#f00'>ㄘㄨㄥ</font><br/>[名]<br/>• 植物名。松科樅屬，常綠喬木。樹皮平滑，為灰白色，至老時呈黑褐色且生龜裂。葉線形，互生。夏日開花。毬果呈圓柱形。可做為建築及造紙材料。<br/>• 姓。如漢代有樅公。<br/>[動]<br/>• 撞擊。<br/>
樊,<font color='#f00'>ㄈㄢˊ</font><br/>[名]<br/>• 關鳥獸的籠子。<br/>• 籬笆。<br/>• 姓。如唐代有樊宗師。<br/>[動]<br/>• 搭籬笆圍繞保護。<br/>
樑,• 「梁」的異體字。<br/>
樓,<font color='#f00'>ㄌㄡˊ</font><br/>[名]<br/>• 兩層以上的房屋。<br/>• 樓房的一層。<br/>• 在樓房中的辦公室。<br/>• 姓。如秦代有樓緩，漢代有樓堭。<br/>
樔,<font color='#f00'>ㄔㄠˊ</font><br/>[名]<br/>• 水澤中守望的草樓。<br/>
樕,<font color='#f00'>ㄙㄨˋ</font><br/>• 參見「樸樕」條。<br/>
樗,<font color='#f00'>ㄕㄨ</font><br/>[名]<br/>• 植物名。苦木科樗樹屬，落葉喬木。樹皮平滑而有淡白色條紋，幼枝有暗黃、赤褐色細毛，其葉有臭氣。可栽植供作行道樹。<br/>
標,<font color='#f00'>ㄅㄧㄠ / ㄆㄧㄠˇ</font><br/>[名]<br/>• 樹梢。<br/>• 末尾。指非根本的事物。<br/>• 表記、符號。<br/>• 旗幟。<br/>• 準則、榜樣。<br/>• 授給競賽中優勝者的獎勵品。<br/>• 對一定數量的工程或商品，照一定的標準估定的價目。<br/>• 清末陸軍編制，以三營為一標，相當於今日陸軍的團。<br/>[動]<br/>• 特出、揭舉。<br/>• 表明、顯示。<br/>• 出標子比價競取。<br/>[形]<br/>• 才能出眾，很有本事的樣子。<br/><font color='#f00'>ㄆㄧㄠˇ</font><br/>[動]<br/>• 落下。<br/>
樛,<font color='#f00'>ㄐㄧㄡ</font><br/>[形]<br/>• 向下彎曲的。<br/>[動]<br/>• 糾結、纏繞。《儀禮．喪服》：「故殤之絰不樛垂，蓋未成人也。」漢．鄭玄．注：「不樛垂者，不絞其帶之垂者。」也作「摎」。<br/>
樝,<font color='#f00'>ㄓㄚ</font><br/>• 參見「樝子」條。<br/>
樞,<font color='#f00'>ㄕㄨ</font><br/>[名]<br/>• 門戶的轉軸。<br/>• 中心部分、重要關鍵。<br/>• 星名。為北斗的第一顆星。<br/>
樟,<font color='#f00'>ㄓㄤ</font><br/>[名]<br/>• 植物名。樟科樟屬，常綠喬木。全株有香氣。葉卵形或橢圓形，花小而色淡黃。果實成熟時為紫黑色，豌豆般大小，可煎為樟腦，有強心、解熱、殺蟲的功效。其材質硬而聳直，紋理細緻，可供建築、雕刻等使用。<br/>
樠,<font color='#f00'>ㄇㄢˊ</font><br/>[名]<br/>• 植物名。一種樹木，樹心似松。<br/>[形]<br/>• 汁液滲出的樣子。<br/>
模,<font color='#f00'>ㄇㄛˊ / ㄇㄨˊ</font><br/>[名]<br/>• 範式、榜樣。<br/>• 姓。如宋代有模造成。<br/>[動]<br/>• 仿效。<br/><font color='#f00'>ㄇㄨˊ</font><br/>• 參見「模子」、「模樣」等條。<br/>
樣,<font color='#f00'>ㄧㄤˋ / ㄒㄧㄤˋ</font><br/>[名]<br/>• 形式、形狀。<br/>• 種類。<br/>• 作為標準的物品。<br/>• 量詞。計算事物種類的單位。<br/>[代]<br/>• 人事物的性質、程度、方式等。<br/><font color='#f00'>ㄒㄧㄤˋ</font><br/>• 同「橡」。<br/>
樨,<font color='#f00'>ㄒㄧ / ㄒㄩ</font><br/>• 參見「木樨」條。<br/><font color='#f00'>ㄒㄩ</font><br/>• (一)之又音。<br/>
樲,<font color='#f00'>ㄦˋ</font><br/>[名]<br/>• 植物名。指樲棘。鼠李科棗屬，落葉喬木。形態與棗相似，枝具刺，果實較少，味酸。<br/>
樴,<font color='#f00'>ㄓˊ</font><br/>[名]<br/>• 樁子。<br/>
樵,<font color='#f00'>ㄑㄧㄠˊ</font><br/>[名]<br/>• 木柴。<br/>• 打柴的人。<br/>• 瞭望敵人的高樓。<br/>[動]<br/>• 砍柴。<br/>
樸,<font color='#f00'>ㄆㄨˊ</font><br/>[名]<br/>• 未加工成器的木材。<br/>• 本真。<br/>• 貨物的成本。<br/>[形]<br/>• 篤厚、簡而厚重的。<br/>
樹,<font color='#f00'>ㄕㄨˋ</font><br/>[名]<br/>• 木本植物的總稱。<br/>• 門屏。<br/>[動]<br/>• 種植、栽培。<br/>• 建立。<br/>
樺,<font color='#f00'>ㄏㄨㄚˋ</font><br/>[名]<br/>• 植物名。樺木科樺木屬，落葉喬木。樹皮白色，有紫黑色斑紋，葉卵形而尖，略呈三角形，葉緣鋸齒狀。夏天開單性花，花序呈穗狀，雌雄同株。一般作觀賞用，其皮質輕軟，材質緻密，可供製器具。<br/>
樽,<font color='#f00'>ㄗㄨㄣ</font><br/>[名]<br/>• 酒器。<br/>
樾,<font color='#f00'>ㄩㄝˋ</font><br/>[名]<br/>• 樹蔭。<br/>
樿,<font color='#f00'>ㄕㄢˋ / ㄓㄢˇ</font><br/>[名]<br/>• 一種有白紋的樹木，可製成梳子、杓子等器物。<br/><font color='#f00'>ㄓㄢˇ</font><br/>• (一)之又音。<br/>
橄,<font color='#f00'>ㄍㄢˇ</font><br/>• 參見「橄欖」條。<br/>
橇,<font color='#f00'>ㄑㄧㄠ</font><br/>[名]<br/>• 在泥地上行走或雪地裡滑行的工具。<br/>
橈,<font color='#f00'>ㄋㄠˊ</font><br/>[名]<br/>• 船槳。<br/>[動]<br/>• 彎曲。<br/>• 曲解、歪曲。<br/>• 冤屈。<br/>• 擾亂。<br/>• 削弱。<br/>
橋,<font color='#f00'>ㄑㄧㄠˊ</font><br/>[名]<br/>• 架在河面上接通兩岸的建築物。<br/>• 建在市區交通要道上，像橋梁一樣的建築物。<br/>• 一種喬木。參見「橋梓」條。<br/>• 姓。如漢代有橋玄。<br/>
橐,<font color='#f00'>ㄊㄨㄛˊ</font><br/>[名]<br/>• 袋子。<br/>• 古代冶煉時，用於鼓風的器具，即風箱。<br/>[動]<br/>• 用袋子裝藏。<br/>[狀]<br/>• 參見「橐橐」條。<br/>
橑,<font color='#f00'>ㄌㄠˇ</font><br/>[名]<br/>• 屋椽。<br/>• 傘蓋的弓形骨架。<br/>• 薪火、柴火。<br/>
橕,<font color='#f00'>ㄔㄥ</font><br/>[動]<br/>• 支撐、卡住。<br/>[名]<br/>• 斜柱。<br/>
橘,<font color='#f00'>ㄐㄩˊ</font><br/>[名]<br/>• 植物名。芸香科柑屬，小喬木或灌木。枝纖細有刺。葉狹長而尖，葉柄與葉片間有關節。花白色五瓣。秋天結果實，也稱為「橘」，形小而扁圓，果皮為紅黃色，果肉多汁，味甘酸可食。果皮、種子、葉片等均可入藥。<br/>
橙,<font color='#f00'>ㄔㄥˊ</font><br/>[名]<br/>• 植物名。芸香科柑屬，常綠小喬木。葉長卵形，初夏開白花，果實經霜早熟，形狀為圓形而色黃，果肉酸性極強，富含維他命Ｃ，果汁作調味及飲料用。果皮香氣甚烈，可供藥用。<br/>• 一種黃中帶著微紅的顏色。<br/>
橚,<font color='#f00'>ㄙㄨˋ</font><br/>• 參見「橚矗」、「橚爽」等條。<br/>
橛,<font color='#f00'>ㄐㄩㄝˊ</font><br/>[名]<br/>• 小木樁、短木頭。<br/>• 馬口中所銜的橫木。<br/>• 禾稼的殘根。<br/>[動]<br/>• 擊。<br/>
橜,• 「橛」的異體字。<br/>
機,<font color='#f00'>ㄐㄧ</font><br/>[名]<br/>• 織布的器具。<br/>• 機器的通稱。<br/>• 飛機的簡稱。<br/>• 時宜、際會。<br/>• 事物發生、變化的原由。<br/>• 存於內心的欲望、俗念。<br/>[形]<br/>• 重要的、祕密的。<br/>• 巧詐、智巧。<br/>
橡,<font color='#f00'>ㄒㄧㄤˋ</font><br/>[名]<br/>• 櫟樹的果實。俗稱為「橡子」。參見「橡實」條。<br/>
橢,<font color='#f00'>ㄊㄨㄛˇ</font><br/>[名]<br/>• 狹長或長圓形的器物。<br/>[形]<br/>• 狹長的、長圓形的。<br/>
橤,<font color='#f00'>ㄖㄨㄟˇ</font><br/>• 同「蕊」。<br/>
橦,<font color='#f00'>ㄊㄨㄥˊ / ㄔㄨㄥ / ㄔㄨㄤˊ</font><br/>[名]<br/>• 一種樹木。其花可織為布。<br/><font color='#f00'>ㄔㄨㄥ</font><br/>[動]<br/>• 刺。<br/><font color='#f00'>ㄔㄨㄤˊ</font><br/>[名]<br/>• 柱子。<br/>
