character,defination
登,<font color='#f00'>ㄉㄥ</font><br>• to scale (a height)<br>• to ascend<br>• to mount<br>• to publish or record<br>• to enter (e.g. in a register)<br>• to press down with the foot<br>• to step or tread on<br>• to put on (shoes or trousers) (dialect)<br>• to be gathered and taken to the threshing ground (old)<br>
發,<font color='#f00'>ㄈㄚ</font><br>• to send out<br>• to show (one's feeling)<br>• to issue<br>• to develop<br>• to make a bundle of money<br>• classifier for gunshots (rounds)<br>
白,<font color='#f00'>ㄅㄞˊ / ㄅㄛˊ</font><br>• white<br>• snowy<br>• pure<br>• bright<br>• empty<br>• blank<br>• plain<br>• clear<br>• to make clear<br>• in vain<br>• gratuitous<br>• free of charge<br>• reactionary<br>• anti-communist<br>• funeral<br>• to stare coldly<br>• to write wrong character<br>• to state<br>• to explain<br>• vernacular<br>• spoken lines in opera<br>
百,<font color='#f00'>ㄅㄞˇ / ㄅㄛˊ</font><br>• hundred<br>• numerous<br>• all kinds of<br>
皀,<font color='#f00'>ㄒㄧㄤ</font><br>• one grain<br>
皁,<font color='#f00'>ㄗㄠˋ</font><br>• black<br>• police runners, from the black clothes formerly worn by them<br>
皂,<font color='#f00'>ㄗㄠˋ</font><br>• soap<br>• black<br>
皃,<big><font color='#f00' style='font-family: serif !important;'>mào</font></big><br>• variant of 貌[mào]<br>
的,<font color='#f00'>ㄉㄧˋ / ˙ㄉㄜ / ㄉㄧˊ</font><br>• of<br>• ~'s (possessive particle)<br>• (used after an attribute)<br>• (used to form a nominal expression)<br>• (used at the end of a declarative sentence for emphasis)<br>
皆,<font color='#f00'>ㄐㄧㄝ</font><br>• all<br>• each and every<br>• in all cases<br>
皇,<font color='#f00'>ㄏㄨㄤˊ</font><br>• emperor<br>• old variant of 惶[huáng]<br>
皈,<font color='#f00'>ㄍㄨㄟ</font><br>• to comply with<br>• to follow<br>
皋,<font color='#f00'>ㄍㄠ</font><br>• bank<br>• marsh<br>
皌,<big><font color='#f00' style='font-family: serif !important;'>mò</font></big><br>• see 開皌|开皌[kāi mò]<br>
皎,<font color='#f00'>ㄐㄧㄠˇ</font><br>• bright<br>• white<br>
皐,<big><font color='#f00' style='font-family: serif !important;'>gāo</font></big><br>• high riverbank<br>• variant of 皋[gāo]<br>
皒,<big><font color='#f00' style='font-family: serif !important;'>é</font></big><br>• see 皒皒[é é]<br>
皓,<font color='#f00'>ㄏㄠˋ</font><br>• bright<br>• luminous<br>• white (esp. bright white teeth of youth or white hair of old age)<br>
皕,<font color='#f00'>ㄅㄧˋ</font><br>• two-hundred (rarely used)<br>• 200<br>
皖,<font color='#f00'>ㄨㄢˇ / ㄏㄨㄢˇ</font><br>• abbr. for Anhui Province 安徽省[Ān huī Shěng]<br>
皘,<big><font color='#f00' style='font-family: serif !important;'>qiàn</font></big><br>• white<br>
皙,<font color='#f00'>ㄒㄧ</font><br>• white<br>• variant of 晰[xī]<br>
皚,<font color='#f00'>ㄞˊ</font><br>• white (of snow etc)<br>
皜,<font color='#f00'>ㄏㄠˋ</font><br>• variant of 皓[hào]<br>• spotlessly white<br>
皝,<big><font color='#f00' style='font-family: serif !important;'>huǎng</font></big><br>• luminous<br>• bright hoary, white<br>
皞,<font color='#f00'>ㄏㄠˋ</font><br>• bright<br>• brilliant<br>
皤,<font color='#f00'>ㄆㄛˊ</font><br>• white<br>
皦,<font color='#f00'>ㄐㄧㄠˇ</font><br>• sparkling<br>• bright<br>
皨,<big><font color='#f00' style='font-family: serif !important;'>xīng</font></big><br>• old variant of 星[xīng]<br>
皪,<big><font color='#f00' style='font-family: serif !important;'>lì</font></big><br>• luster (of pearls)<br>
皫,<font color='#f00'>ㄆㄧㄠˇ</font><br>• white<br>
皭,<font color='#f00'>ㄐㄧㄠˋ</font><br>• pure<br>
皮,<font color='#f00'>ㄆㄧˊ</font><br>• leather<br>• skin<br>• fur<br>• CL:張|张[zhāng]<br>• pico- (one trillionth)<br>• naughty<br>
皰,<font color='#f00'>ㄆㄠˋ</font><br>• pimple<br>• acne<br>• blister<br>• boil<br>• ulcer<br>
皴,<font color='#f00'>ㄘㄨㄣ</font><br>• chapped<br>• cracked<br>
皷,<big><font color='#f00' style='font-family: serif !important;'>gǔ</font></big><br>• old variant of 鼓[gǔ]<br>
皸,<font color='#f00'>ㄐㄩㄣ</font><br>• to chap<br>
皺,<font color='#f00'>ㄓㄡˋ</font><br>• to wrinkle<br>• wrinkled<br>• to crease<br>
皻,<font color='#f00'>ㄓㄚ</font><br>• chapped skin<br>
皽,<font color='#f00'>ㄓㄢˇ</font><br>• scab<br>
皿,<font color='#f00'>ㄇㄧㄣˇ / ㄇㄧㄥˇ</font><br>• dish<br>• vessel<br>• shallow container<br>• rad. no. 108<br>
盂,<font color='#f00'>ㄩˊ</font><br>• basin<br>• wide-mouthed jar or pot<br>
盃,<font color='#f00'>ㄅㄟ</font><br>• variant of 杯[bēi]<br>• trophy cup<br>• classifier for certain containers of liquids: glass, cup<br>
盅,<font color='#f00'>ㄓㄨㄥ</font><br>• handleless cup<br>• goblet<br>
盆,<font color='#f00'>ㄆㄣˊ</font><br>• basin<br>• flower pot<br>• unit of volume equal to 12 斗 and 8 升, approx 128 liters<br>• CL:個|个[gè]<br>
盇,<big><font color='#f00' style='font-family: serif !important;'>hé</font></big><br>• variant of 盍[hé]<br>
盈,<font color='#f00'>ㄧㄥˊ</font><br>• full<br>• filled<br>• surplus<br>
益,<font color='#f00'>ㄧˋ / ㄧˊ</font><br>• benefit<br>• profit<br>• advantage<br>• beneficial<br>• to increase<br>• to add<br>• all the more<br>
盋,<big><font color='#f00' style='font-family: serif !important;'>bō</font></big><br>• obscure variant of 缽|钵[bō]<br>
盌,<big><font color='#f00' style='font-family: serif !important;'>wǎn</font></big><br>• variant of 碗[wǎn]<br>
盍,<font color='#f00'>ㄏㄜˊ</font><br>• why not<br>
盎,<font color='#f00'>ㄤˋ</font><br>• abundant<br>• bowl<br>• dish<br>• pot<br>
盒,<font color='#f00'>ㄏㄜˊ</font><br>• small box<br>• case<br>
盔,<font color='#f00'>ㄎㄨㄟ</font><br>• helmet<br>
盚,<font color='#f00'>ㄑㄧㄡˊ</font><br>• surname Qiu<br>
盛,<font color='#f00'>ㄔㄥˊ / ㄕㄥˋ</font><br>• to hold<br>• to contain<br>• to ladle<br>• to pick up with a utensil<br>
盜,<font color='#f00'>ㄉㄠˋ</font><br>• to steal<br>• to rob<br>• to plunder<br>• thief<br>• bandit<br>• robber<br>
盝,<font color='#f00'>ㄌㄨˋ</font><br>• box case<br>
盞,<font color='#f00'>ㄓㄢˇ</font><br>• a small cup<br>• classifier for lamps<br>
盟,<font color='#f00'>ㄇㄥˊ / ㄇㄥˋ</font><br>• oath<br>• pledge<br>• union<br>• to ally<br>• league, a subdivision corresponding to prefecture in Inner Mongolia<br>
盡,<font color='#f00'>ㄐㄧㄣˋ</font><br>• to use up<br>• to exhaust<br>• to end<br>• to finish<br>• to the utmost<br>• exhausted<br>• finished<br>• to the limit (of sth)<br>• all<br>• entirely<br>
監,<font color='#f00'>ㄐㄧㄢ / ㄐㄧㄢˋ</font><br>• to supervise<br>• to inspect<br>• jail<br>• prison<br>
盤,<font color='#f00'>ㄆㄢˊ</font><br>• plate<br>• dish<br>• tray<br>• board<br>• hard drive (computing)<br>• to build<br>• to coil<br>• to check<br>• to examine<br>• to transfer (property)<br>• to make over<br>• classifier for food: dish, helping<br>• to coil<br>• classifier for coils of wire<br>• classifier for games of chess<br>
盥,<font color='#f00'>ㄍㄨㄢˋ</font><br>• to wash (especially hands)<br>
盦,<font color='#f00'>ㄢ</font><br>• container<br>
盧,<font color='#f00'>ㄌㄨˊ</font><br>• (old) rice vessel<br>• black<br>• old variant of 廬|庐[lú]<br>• (slang) (Tw) troublesome<br>• fussy<br>
盩,<font color='#f00'>ㄓㄡ</font><br>• name of a district in Shaanxi<br>
盪,<font color='#f00'>ㄉㄤˋ</font><br>• variant of 蕩|荡[dàng]<br>
盬,<font color='#f00'>ㄍㄨˇ</font><br>• covered pot<br>
盭,<font color='#f00'>ㄌㄧˋ</font><br>• unreasonable<br>• violent<br>
目,<font color='#f00'>ㄇㄨˋ</font><br>• eye<br>• item<br>• section<br>• list<br>• catalogue<br>• table of contents<br>• order (taxonomy)<br>• goal<br>• name<br>• title<br>
盯,<font color='#f00'>ㄉㄧㄥ</font><br>• to watch attentively<br>• to fix one's attention on<br>• to stare at<br>• to gaze at<br>
盱,<font color='#f00'>ㄒㄩ</font><br>• anxious<br>• stare<br>
盲,<font color='#f00'>ㄇㄤˊ</font><br>• blind<br>
直,<font color='#f00'>ㄓˊ</font><br>• straight<br>• to straighten<br>• fair and reasonable<br>• frank<br>• straightforward<br>• (indicates continuing motion or action)<br>• vertical<br>• vertical downward stroke in Chinese characters<br>
盵,<font color='#f00'>ㄑㄧˋ</font><br>• surname Qi<br>
相,<font color='#f00'>ㄒㄧㄤ / ㄒㄧㄤˋ</font><br>• each other<br>• one another<br>• mutually<br>
盹,<font color='#f00'>ㄉㄨㄣˇ</font><br>• doze<br>• nap<br>
盻,<font color='#f00'>ㄒㄧˋ</font><br>• to glare at<br>
盼,<font color='#f00'>ㄆㄢˋ</font><br>• to hope for<br>• to long for<br>• to expect<br>
盾,<font color='#f00'>ㄉㄨㄣˋ / ㄕㄨㄣˇ</font><br>• shield<br>• (currency) Vietnamese dong<br>• currency unit of several countries (Indonesian rupiah, Dutch gulden etc)<br>
省,<font color='#f00'>ㄕㄥˇ / ㄒㄧㄥˇ</font><br>• to save<br>• to economize<br>• to do without<br>• to omit<br>• to leave out<br>• province<br>• CL:個|个[gè]<br>
眂,<font color='#f00'>ㄕˋ</font><br>• old variant of 視|视[shì]<br>
眄,<font color='#f00'>ㄇㄧㄢˇ</font><br>• to ogle at<br>• to squint at<br>
眅,<big><font color='#f00' style='font-family: serif !important;'>pān</font></big><br>• show the whites of eyes<br>
眇,<font color='#f00'>ㄇㄧㄠˇ</font><br>• blind in one eye<br>• blind<br>• tiny<br>• humble<br>• to stare<br>
眈,<font color='#f00'>ㄉㄢ</font><br>• gaze intently<br>
眉,<font color='#f00'>ㄇㄟˊ</font><br>• eyebrow<br>• upper margin<br>
眊,<font color='#f00'>ㄇㄠˋ</font><br>• having poor eyesight<br>
看,<font color='#f00'>ㄎㄢˋ / ㄎㄢ</font><br>• to look after<br>• to take care of<br>• to watch<br>• to guard<br>
県,<big><font color='#f00' style='font-family: serif !important;'>xiàn</font></big><br>• Japanese variant of 縣|县<br>• Japanese prefecture<br>
眎,<font color='#f00'>ㄕˋ</font><br>• variant of 視|视[shì]<br>• variant of 示[shì]<br>
眑,<big><font color='#f00' style='font-family: serif !important;'>yǎo</font></big><br>• sunken eyes<br>• deep<br>• abstruse<br>
眕,<font color='#f00'>ㄓㄣˇ</font><br>• to restrain anger<br>
眙,<font color='#f00'>ㄔˋ / ㄧˊ</font><br>• place name<br>
眚,<font color='#f00'>ㄕㄥˇ</font><br>• cataract of the eye<br>• error<br>
眛,<font color='#f00'>ㄇㄟˋ</font><br>• blind<br>• imperceptive<br>
眞,<big><font color='#f00' style='font-family: serif !important;'>zhēn</font></big><br>• variant of 真[zhēn]<br>
真,<font color='#f00'>ㄓㄣ</font><br>• really<br>• truly<br>• indeed<br>• real<br>• true<br>• genuine<br>
眠,<font color='#f00'>ㄇㄧㄢˊ</font><br>• to sleep<br>• to hibernate<br>
眡,<font color='#f00'>ㄕˋ</font><br>• old variant of 視|视[shì]<br>
眢,<font color='#f00'>ㄩㄢ</font><br>• inflamed eyelids<br>• parched<br>
眣,<big><font color='#f00' style='font-family: serif !important;'>dié</font></big><br>• prominent eyes<br>
眥,<font color='#f00'>ㄗˋ</font><br>• corner of the eye<br>• canthus<br>• eye socket<br>
眦,<big><font color='#f00' style='font-family: serif !important;'>zì</font></big><br>• variant of 眥|眦[zì]<br>
眨,<font color='#f00'>ㄓㄚˇ</font><br>• to blink<br>• to wink<br>
眩,<font color='#f00'>ㄒㄩㄢˋ</font><br>• dazzling<br>• brilliant<br>• dazzled<br>• dizzy<br>
眭,<font color='#f00'>ㄙㄨㄟ</font><br>• to have a deep or piercing gaze<br>
眯,<font color='#f00'>ㄇㄧˇ / ㄇㄧ</font><br>• to blind (as with dust)<br>• Taiwan pr. [mǐ]<br>
眰,<big><font color='#f00' style='font-family: serif !important;'>dié</font></big><br>• old variant of 眣[dié]<br>
眳,<big><font color='#f00' style='font-family: serif !important;'>míng</font></big><br>• space between the eyebrows and the eyelashes<br>
眴,<font color='#f00'>ㄒㄩㄢˋ</font><br>• dazzled<br>• dizzy<br>
眵,<font color='#f00'>ㄔ</font><br>• discharge (rheum) from the mucous membranes of the eyes<br>
眶,<font color='#f00'>ㄎㄨㄤ</font><br>• eye socket<br>
眷,<font color='#f00'>ㄐㄩㄢˋ</font><br>• concern<br>• wife and children<br>
眸,<font color='#f00'>ㄇㄡˊ</font><br>• pupil (of the eye)<br>• eye<br>
眹,<font color='#f00'>ㄓㄣˋ</font><br>• pupil<br>
眺,<font color='#f00'>ㄊㄧㄠˋ</font><br>• to gaze into the distance<br>
眼,<font color='#f00'>ㄧㄢˇ</font><br>• eye<br>• small hole<br>• crux (of a matter)<br>• CL:隻|只[zhī],雙|双[shuāng]<br>• classifier for big hollow things (wells, stoves, pots etc)<br>
眽,<font color='#f00'>ㄇㄛˋ / ㄇㄞˋ</font><br>• to gaze<br>• to ogle to look at<br>
眾,<font color='#f00'>ㄓㄨㄥˋ</font><br>• many<br>• numerous<br>• crowd<br>• multitude<br>
睂,<big><font color='#f00' style='font-family: serif !important;'>méi</font></big><br>• old variant of 眉[méi]<br>
睃,<font color='#f00'>ㄐㄩㄣˋ</font><br>• to throw a glance at<br>• to peer at<br>• Taiwan pr. [jùn]<br>
睅,<font color='#f00'>ㄏㄢˋ</font><br>• protuberant eyes<br>
睆,<font color='#f00'>ㄏㄨㄢˇ</font><br>• good-looking<br>• cute<br>
睇,<font color='#f00'>ㄉㄧˋ</font><br>• to look down upon (classical)<br>• to see<br>• to look at (Cantonese)<br>• Mandarin equivalent: 看[kàn]<br>
睊,<font color='#f00'>ㄐㄩㄢˋ</font><br>• look<br>
睍,<font color='#f00'>ㄒㄧㄢˋ</font><br>• goggle-eyed<br>
睎,<font color='#f00'>ㄒㄧ</font><br>• to long for<br>• to gaze at<br>
睏,<font color='#f00'>ㄎㄨㄣˋ</font><br>• sleepy<br>• tired<br>
睒,<font color='#f00'>ㄕㄢˇ</font><br>• furtively glance<br>• glittering<br>
睓,<big><font color='#f00' style='font-family: serif !important;'>tiǎn</font></big><br>• variant of 㥏[tiǎn]<br>
睖,<big><font color='#f00' style='font-family: serif !important;'>lèng</font></big><br>• to stare blankly<br>• to glare<br>
睘,<big><font color='#f00' style='font-family: serif !important;'>qióng</font></big><br>• variant of 瞏[qióng]<br>
睙,<big><font color='#f00' style='font-family: serif !important;'>liè</font></big><br>• to roll the eyeballs to look<br>
睚,<font color='#f00'>ㄧㄚˊ / ㄧㄞˊ</font><br>• corner of the eye<br>• to stare<br>
睛,<font color='#f00'>ㄐㄧㄥ</font><br>• eye<br>• eyeball<br>
睜,<font color='#f00'>ㄓㄥ</font><br>• to open (one's eyes)<br>
睞,<font color='#f00'>ㄌㄞˋ</font><br>• to glance<br>• to look askance at<br>
睟,<font color='#f00'>ㄙㄨㄟˋ</font><br>• bright eye<br>• clear<br>
睠,<font color='#f00'>ㄐㄩㄢˋ</font><br>• variant of 眷[juàn]<br>• to care about<br>• to look fondly on<br>
睡,<font color='#f00'>ㄕㄨㄟˋ</font><br>• to sleep<br>• to lie down<br>
睢,<font color='#f00'>ㄙㄨㄟ</font><br>• to stare<br>
督,<font color='#f00'>ㄉㄨ</font><br>• to supervise and direct<br>• army title (archaic)<br>
睥,<font color='#f00'>ㄅㄧˋ</font><br>• look askance<br>
睦,<font color='#f00'>ㄇㄨˋ</font><br>• amicable<br>• harmonious<br>
睨,<font color='#f00'>ㄋㄧˋ</font><br>• to look askance at<br>
睪,<font color='#f00'>ㄧˋ / ㄍㄠ</font><br>• to spy out<br>
睫,<font color='#f00'>ㄐㄧㄝˊ</font><br>• eyelashes<br>
睬,<font color='#f00'>ㄘㄞˇ</font><br>• to pay attention<br>• to take notice of<br>• to care for<br>
睯,<big><font color='#f00' style='font-family: serif !important;'>hūn</font></big><br>• to be agonized<br>• worried<br>
睹,<font color='#f00'>ㄉㄨˇ</font><br>• to observe<br>• to see<br>
睺,<font color='#f00'>ㄏㄡˊ</font><br>• (appears as phonetic ho, especially in words taken from Sanskrit)<br>• half-blind (archaic)<br>
睽,<font color='#f00'>ㄎㄨㄟˊ</font><br>• separated<br>• stare<br>
睾,<font color='#f00'>ㄍㄠ</font><br>• marsh<br>• testicle<br>
睿,<font color='#f00'>ㄖㄨㄟˋ</font><br>• astute<br>• perspicacious<br>• farsighted<br>
瞀,<font color='#f00'>ㄇㄠˋ / ㄇㄡˋ</font><br>• indistinct vision<br>• dim<br>
瞄,<font color='#f00'>ㄇㄧㄠˊ</font><br>• to take aim<br>• (fig.) to aim one's looks at<br>• to glance at<br>
瞅,<font color='#f00'>ㄔㄡˇ</font><br>• (dialect) to look at<br>
瞇,<font color='#f00'>ㄇㄧ</font><br>• to narrow one's eyes<br>• to squint<br>• (dialect) to take a nap<br>
瞈,<big><font color='#f00' style='font-family: serif !important;'>wěng</font></big><br>• see 瞈矇|瞈蒙[wěng méng]<br>
瞋,<font color='#f00'>ㄔㄣ</font><br>• to stare at angrily<br>• variant of 嗔[chēn]<br>
瞌,<font color='#f00'>ㄎㄜ</font><br>• to doze off<br>• sleepy<br>
瞍,<font color='#f00'>ㄙㄡˇ</font><br>• blind<br>
瞎,<font color='#f00'>ㄒㄧㄚ</font><br>• blind<br>• groundlessly<br>• foolishly<br>• to no purpose<br>
瞏,<font color='#f00'>ㄑㄩㄥˊ</font><br>• to gaze in terror<br>• lonely<br>
瞑,<font color='#f00'>ㄇㄧㄥˊ / ㄇㄧㄢˋ / ㄇㄧㄥˇ / ㄇㄧㄢˊ</font><br>• to close (the eyes)<br>
瞓,<big><font color='#f00' style='font-family: serif !important;'>fèn</font></big><br>• to sleep (Cantonese)<br>• Mandarin equivalent: 睡[shuì]<br>
瞕,<big><font color='#f00' style='font-family: serif !important;'>zhàng</font></big><br>• cataract in the eye<br>
瞖,<font color='#f00'>ㄧˋ</font><br>• variant of 翳[yì]<br>
瞘,<font color='#f00'>ㄎㄡ</font><br>• to sink in (of eyes)<br>
瞜,<big><font color='#f00' style='font-family: serif !important;'>lōu</font></big><br>• to glance at<br>
瞞,<font color='#f00'>ㄇㄢˊ</font><br>• to conceal from<br>• to keep (sb) in the dark<br>
瞟,<font color='#f00'>ㄆㄧㄠˇ</font><br>• to cast a glance<br>
