character,defination
短,<big><font color='#f00'>duǎn</font></big><font face='AR UDJingxihei'><br>• short<br>• brief<br>• to lack<br>• weak point<br>• fault<br></font>
矮,<big><font color='#f00'>ǎi</font></big><font face='AR UDJingxihei'><br>• low<br>• short (in length)<br></font>
矯,<big><font color='#f00'>Jiǎo</font></big><font face='AR UDJingxihei'><br>• surname Jiao<br></font>
矯,<big><font color='#f00'>jiáo</font></big><font face='AR UDJingxihei'><br>• argumentative<br>• contentious<br></font>
矯,<big><font color='#f00'>jiǎo</font></big><font face='AR UDJingxihei'><br>• to correct<br>• to rectify<br>• to redress<br>• strong<br>• brave<br>• to pretend<br>• to feign<br>• affectation<br></font>
矰,<big><font color='#f00'>zēng</font></big><font face='AR UDJingxihei'><br>• arrow with a streamer<br></font>
矱,<big><font color='#f00'>yuē</font></big><font face='AR UDJingxihei'><br>• standard<br>• norm<br>• Taiwan pr. [huò]<br></font>
石,<big><font color='#f00'>Shí</font></big><font face='AR UDJingxihei'><br>• surname Shi<br></font>
石,<big><font color='#f00'>dàn</font></big><font face='AR UDJingxihei'><br>• dry measure for grain equal to ten dou 斗<br>• ten pecks<br>• one hundred liters<br></font>
石,<big><font color='#f00'>shí</font></big><font face='AR UDJingxihei'><br>• rock<br>• stone<br>• stone inscription<br>• one of the eight ancient musical instruments 八音[bā yīn]<br></font>
矴,<big><font color='#f00'>dìng</font></big><font face='AR UDJingxihei'><br>• variant of 碇[dìng]<br></font>
矷,<big><font color='#f00'>zǐ</font></big><font face='AR UDJingxihei'><br>• (a kind of stone)<br></font>
矸,<big><font color='#f00'>gān</font></big><font face='AR UDJingxihei'><br>• a rock or cliff<br></font>
矻,<big><font color='#f00'>kū</font></big><font face='AR UDJingxihei'><br>• see 矻矻[kū kū]<br>• Taiwan pr. [kù]<br></font>
矼,<big><font color='#f00'>jiāng</font></big><font face='AR UDJingxihei'><br>• stone bridge<br></font>
矽,<big><font color='#f00'>xī</font></big><font face='AR UDJingxihei'><br>• (Tw) silicon (chemistry)<br>• Taiwan pr. [xì]<br></font>
砂,<big><font color='#f00'>shā</font></big><font face='AR UDJingxihei'><br>• sand<br>• gravel<br>• granule<br></font>
砃,<big><font color='#f00'>dān</font></big><font face='AR UDJingxihei'><br>• white stone<br></font>
砄,<big><font color='#f00'>jué</font></big><font face='AR UDJingxihei'><br>• stone<br>• rock<br></font>
砅,<big><font color='#f00'>lì</font></big><font face='AR UDJingxihei'><br>• cross stream by stepping on stones<br></font>
砆,<big><font color='#f00'>fū</font></big><font face='AR UDJingxihei'><br>• agate<br>• inferior gem<br>• a kind of jade<br></font>
砈,<big><font color='#f00'>è</font></big><font face='AR UDJingxihei'><br>• astatine (chemistry) (Tw)<br></font>
砉,<big><font color='#f00'>huā</font></big><font face='AR UDJingxihei'><br>• sound of a thing flying fast by<br>• whoosh<br>• cracking sound<br>• Taiwan pr. [huò]<br></font>
砉,<big><font color='#f00'>xū</font></big><font face='AR UDJingxihei'><br>• sound of flaying<br></font>
砌,<big><font color='#f00'>qì</font></big><font face='AR UDJingxihei'><br>• to build by laying bricks or stones<br></font>
砍,<big><font color='#f00'>kǎn</font></big><font face='AR UDJingxihei'><br>• to chop<br>• to cut down<br>• to throw sth at sb<br></font>
砑,<big><font color='#f00'>yà</font></big><font face='AR UDJingxihei'><br>• to calender<br></font>
砒,<big><font color='#f00'>pī</font></big><font face='AR UDJingxihei'><br>• arsenic<br></font>
研,<big><font color='#f00'>yán</font></big><font face='AR UDJingxihei'><br>• to grind<br>• study<br>• research<br></font>
砕,<big><font color='#f00'>suì</font></big><font face='AR UDJingxihei'><br>• variant of 碎[suì]<br></font>
砝,<big><font color='#f00'>fǎ</font></big><font face='AR UDJingxihei'><br>• see 砝碼|砝码[fǎ mǎ]<br></font>
砟,<big><font color='#f00'>zhǎ</font></big><font face='AR UDJingxihei'><br>• fragments<br></font>
砠,<big><font color='#f00'>qū</font></big><font face='AR UDJingxihei'><br>• rocky hill<br></font>
砢,<big><font color='#f00'>luǒ</font></big><font face='AR UDJingxihei'><br>• a heap<br>• pile (of rocks)<br></font>
砣,<big><font color='#f00'>tuó</font></big><font face='AR UDJingxihei'><br>• steelyard weight<br>• stone roller<br>• to polish jade with an emery wheel<br></font>
砥,<big><font color='#f00'>dǐ</font></big><font face='AR UDJingxihei'><br>• baffle (pier)<br>• whetstone<br></font>
砦,<big><font color='#f00'>zhài</font></big><font face='AR UDJingxihei'><br>• variant of 寨[zhài]<br></font>
砧,<big><font color='#f00'>zhēn</font></big><font face='AR UDJingxihei'><br>• anvil<br></font>
砩,<big><font color='#f00'>fèi</font></big><font face='AR UDJingxihei'><br>• dam up water with rocks<br></font>
砩,<big><font color='#f00'>fú</font></big><font face='AR UDJingxihei'><br>• name of a stone<br></font>
砫,<big><font color='#f00'>zhǔ</font></big><font face='AR UDJingxihei'><br>• ancestral tablet<br></font>
砬,<big><font color='#f00'>lá</font></big><font face='AR UDJingxihei'><br>• a huge boulder<br>• a towering rock<br></font>
砭,<big><font color='#f00'>biān</font></big><font face='AR UDJingxihei'><br>• ancient stone acupuncture needle<br>• to criticize<br>• to pierce<br></font>
砮,<big><font color='#f00'>nǔ</font></big><font face='AR UDJingxihei'><br>• flint<br></font>
砯,<big><font color='#f00'>pīng</font></big><font face='AR UDJingxihei'><br>• (old) (onom.) sound of water against rocks<br></font>
砰,<big><font color='#f00'>pēng</font></big><font face='AR UDJingxihei'><br>• (onom.) bang<br>• thump<br></font>
砲,<big><font color='#f00'>pào</font></big><font face='AR UDJingxihei'><br>• variant of 炮[pào]<br></font>
砳,<big><font color='#f00'>lè</font></big><font face='AR UDJingxihei'><br>• rocky<br></font>
破,<big><font color='#f00'>pò</font></big><font face='AR UDJingxihei'><br>• broken<br>• damaged<br>• worn out<br>• lousy<br>• rotten<br>• to break, split or cleave<br>• to get rid of<br>• to destroy<br>• to break with<br>• to defeat<br>• to capture (a city etc)<br>• to expose the truth of<br></font>
砵,<big><font color='#f00'>bō</font></big><font face='AR UDJingxihei'><br>• alms bowl<br></font>
砷,<big><font color='#f00'>shēn</font></big><font face='AR UDJingxihei'><br>• arsenic (chemistry)<br></font>
砸,<big><font color='#f00'>zá</font></big><font face='AR UDJingxihei'><br>• to smash<br>• to pound<br>• to fail<br>• to muck up<br>• to bungle<br></font>
砹,<big><font color='#f00'>ài</font></big><font face='AR UDJingxihei'><br>• astatine (chemistry)<br></font>
砼,<big><font color='#f00'>tóng</font></big><font face='AR UDJingxihei'><br>• concrete (混凝土)<br></font>
硃,<big><font color='#f00'>zhū</font></big><font face='AR UDJingxihei'><br>• cinnabar<br>• see 硃砂|朱砂[zhū shā]<br></font>
硅,<big><font color='#f00'>guī</font></big><font face='AR UDJingxihei'><br>• silicon (chemistry)<br></font>
硇,<big><font color='#f00'>náo</font></big><font face='AR UDJingxihei'><br>• see 硇砂[náo shā]<br></font>
硌,<big><font color='#f00'>gè</font></big><font face='AR UDJingxihei'><br>• to press painfully (of sth hard or bulging)<br></font>
硍,<big><font color='#f00'>kèn</font></big><font face='AR UDJingxihei'><br>• rumbling of rolling stones<br></font>
硎,<big><font color='#f00'>xíng</font></big><font face='AR UDJingxihei'><br>• whetstone<br></font>
硏,<big><font color='#f00'>yán</font></big><font face='AR UDJingxihei'><br>• variant of 研[yán]<br></font>
硐,<big><font color='#f00'>dòng</font></big><font face='AR UDJingxihei'><br>• variant of 洞[dòng]<br>• cave<br>• pit<br></font>
硐,<big><font color='#f00'>tóng</font></big><font face='AR UDJingxihei'><br>• grind<br></font>
硑,<big><font color='#f00'>pēng</font></big><font face='AR UDJingxihei'><br>• old variant of 砰[pēng]<br></font>
硒,<big><font color='#f00'>xī</font></big><font face='AR UDJingxihei'><br>• selenium (chemistry)<br></font>
硜,<big><font color='#f00'>kēng</font></big><font face='AR UDJingxihei'><br>• obstinate<br></font>
硝,<big><font color='#f00'>xiāo</font></big><font face='AR UDJingxihei'><br>• saltpeter<br>• to tan (leather)<br></font>
硤,<big><font color='#f00'>xiá</font></big><font face='AR UDJingxihei'><br>• place name<br></font>
硨,<big><font color='#f00'>chē</font></big><font face='AR UDJingxihei'><br>• Tridacna gigas<br></font>
硪,<big><font color='#f00'>wò</font></big><font face='AR UDJingxihei'><br>• see 石硪[shí wò]<br></font>
硫,<big><font color='#f00'>liú</font></big><font face='AR UDJingxihei'><br>• sulfur (chemistry)<br></font>
硬,<big><font color='#f00'>yìng</font></big><font face='AR UDJingxihei'><br>• hard<br>• stiff<br>• strong<br>• firm<br>• resolutely<br>• doggedly<br>• good (quality)<br>• able (person)<br></font>
硭,<big><font color='#f00'>máng</font></big><font face='AR UDJingxihei'><br>• crude saltpeter<br></font>
确,<big><font color='#f00'>què</font></big><font face='AR UDJingxihei'><br>• variant of 確|确[què]<br>• variant of 埆[què]<br></font>
硯,<big><font color='#f00'>yàn</font></big><font face='AR UDJingxihei'><br>• ink-stone<br></font>
硻,<big><font color='#f00'>kēng</font></big><font face='AR UDJingxihei'><br>• obstinate<br></font>
硼,<big><font color='#f00'>péng</font></big><font face='AR UDJingxihei'><br>• boron (chemistry)<br></font>
硾,<big><font color='#f00'>zhuì</font></big><font face='AR UDJingxihei'><br>• iodide<br>• to weight<br></font>
碁,<big><font color='#f00'>qí</font></big><font face='AR UDJingxihei'><br>• variant of 棋[qí]<br></font>
碃,<big><font color='#f00'>qìng</font></big><font face='AR UDJingxihei'><br>• (stone)<br></font>
碇,<big><font color='#f00'>dìng</font></big><font face='AR UDJingxihei'><br>• anchor<br></font>
碈,<big><font color='#f00'>mín</font></big><font face='AR UDJingxihei'><br>• old variant of 珉[mín]<br></font>
碉,<big><font color='#f00'>diāo</font></big><font face='AR UDJingxihei'><br>• rock cave (archaic)<br></font>
碌,<big><font color='#f00'>liù</font></big><font face='AR UDJingxihei'><br>• see 碌碡[liù zhou]<br></font>
碌,<big><font color='#f00'>lù</font></big><font face='AR UDJingxihei'><br>• laborious<br>• small stone<br>• to record<br>• to tape<br>• to write down<br>• to hire<br>• to employ<br></font>
碎,<big><font color='#f00'>suì</font></big><font face='AR UDJingxihei'><br>• to break down<br>• to break into pieces<br>• fragmentary<br></font>
碏,<big><font color='#f00'>què</font></big><font face='AR UDJingxihei'><br>• (gems)<br></font>
碑,<big><font color='#f00'>bēi</font></big><font face='AR UDJingxihei'><br>• a monument<br>• an upright stone tablet<br>• stele<br>• CL:塊|块[kuài],面[miàn]<br></font>
碓,<big><font color='#f00'>duì</font></big><font face='AR UDJingxihei'><br>• pestle<br>• pound with a pestle<br></font>
碔,<big><font color='#f00'>wǔ</font></big><font face='AR UDJingxihei'><br>• inferior gem<br>• a kind of jade<br></font>
碗,<big><font color='#f00'>wǎn</font></big><font face='AR UDJingxihei'><br>• bowl<br>• cup<br>• CL:隻|只[zhī],個|个[gè]<br></font>
碘,<big><font color='#f00'>diǎn</font></big><font face='AR UDJingxihei'><br>• iodine (chemistry)<br></font>
碚,<big><font color='#f00'>bèi</font></big><font face='AR UDJingxihei'><br>• (used in place names)<br></font>
碝,<big><font color='#f00'>ruǎn</font></big><font face='AR UDJingxihei'><br>• jade-like stone<br></font>
碞,<big><font color='#f00'>yán</font></big><font face='AR UDJingxihei'><br>• cliff<br></font>
碟,<big><font color='#f00'>dié</font></big><font face='AR UDJingxihei'><br>• dish<br>• plate<br></font>
碡,<big><font color='#f00'>zhóu</font></big><font face='AR UDJingxihei'><br>• stone roller (for threshing grain, leveling ground etc)<br>• Taiwan pr. [dú]<br></font>
碣,<big><font color='#f00'>jié</font></big><font face='AR UDJingxihei'><br>• stone tablet<br></font>
碧,<big><font color='#f00'>bì</font></big><font face='AR UDJingxihei'><br>• green jade<br>• bluish green<br>• blue<br>• jade<br></font>
碩,<big><font color='#f00'>shuò</font></big><font face='AR UDJingxihei'><br>• large<br>• big<br></font>
碪,<big><font color='#f00'>zhēn</font></big><font face='AR UDJingxihei'><br>• variant of 砧[zhēn]<br></font>
碫,<big><font color='#f00'>duàn</font></big><font face='AR UDJingxihei'><br>• coarse stone (used for whetstone)<br></font>
碬,<big><font color='#f00'>xiá</font></big><font face='AR UDJingxihei'><br>• whetstone<br></font>
碭,<big><font color='#f00'>dàng</font></big><font face='AR UDJingxihei'><br>• stone with color veins<br></font>
碯,<big><font color='#f00'>nǎo</font></big><font face='AR UDJingxihei'><br>• variant of 瑙[nǎo]<br>• agate<br></font>
碰,<big><font color='#f00'>pèng</font></big><font face='AR UDJingxihei'><br>• to touch<br>• to meet with<br>• to bump<br></font>
碲,<big><font color='#f00'>dì</font></big><font face='AR UDJingxihei'><br>• tellurium (chemistry)<br></font>
碳,<big><font color='#f00'>tàn</font></big><font face='AR UDJingxihei'><br>• carbon (chemistry)<br></font>
碴,<big><font color='#f00'>chá</font></big><font face='AR UDJingxihei'><br>• fault<br>• glass fragment<br>• quarrel<br></font>
碸,<big><font color='#f00'>fēng</font></big><font face='AR UDJingxihei'><br>• sulfone<br></font>
確,<big><font color='#f00'>què</font></big><font face='AR UDJingxihei'><br>• authenticated<br>• solid<br>• firm<br>• real<br>• true<br></font>
碻,<big><font color='#f00'>què</font></big><font face='AR UDJingxihei'><br>• solid<br>• firm<br></font>
碼,<big><font color='#f00'>mǎ</font></big><font face='AR UDJingxihei'><br>• weight<br>• number<br>• code<br>• to pile<br>• to stack<br>• classifier for length or distance (yard), happenings etc<br></font>
碾,<big><font color='#f00'>niǎn</font></big><font face='AR UDJingxihei'><br>• stone roller<br>• roller and millstone<br>• to grind<br>• to crush<br>• to husk<br></font>
磁,<big><font color='#f00'>cí</font></big><font face='AR UDJingxihei'><br>• magnetic<br>• magnetism<br>• porcelain<br></font>
磅,<big><font color='#f00'>bàng</font></big><font face='AR UDJingxihei'><br>• see 磅秤 scale<br>• platform balance<br>• (loanword) pound (unit of weight, about 454 grams)<br></font>
磈,<big><font color='#f00'>wěi</font></big><font face='AR UDJingxihei'><br>• rocky<br>• stony<br></font>
磉,<big><font color='#f00'>sǎng</font></big><font face='AR UDJingxihei'><br>• stone plinth<br></font>
磊,<big><font color='#f00'>lěi</font></big><font face='AR UDJingxihei'><br>• lumpy<br>• rock pile<br>• uneven<br>• fig. sincere<br>• open and honest<br></font>
磋,<big><font color='#f00'>cuō</font></big><font face='AR UDJingxihei'><br>• deliberate<br>• to polish<br></font>
磎,<big><font color='#f00'>xī</font></big><font face='AR UDJingxihei'><br>• mountain stream<br>• creek<br></font>
磐,<big><font color='#f00'>pán</font></big><font face='AR UDJingxihei'><br>• firm<br>• stable<br>• rock<br></font>
磑,<big><font color='#f00'>ái</font></big><font face='AR UDJingxihei'><br>• snowy white<br>• pure white<br>• spotless<br></font>
磑,<big><font color='#f00'>wéi</font></big><font face='AR UDJingxihei'><br>• see 磑磑|硙硙[wéi wéi]<br></font>
磑,<big><font color='#f00'>wèi</font></big><font face='AR UDJingxihei'><br>• mill<br></font>
磔,<big><font color='#f00'>zhé</font></big><font face='AR UDJingxihei'><br>• tearing off limbs as punishment<br></font>
磕,<big><font color='#f00'>kē</font></big><font face='AR UDJingxihei'><br>• to tap<br>• to knock (against sth hard)<br>• to knock (mud from boots, ashes from a pipe etc)<br></font>
磕,<big><font color='#f00'>kè</font></big><font face='AR UDJingxihei'><br>• variant of 嗑[kè]<br></font>
磖,<big><font color='#f00'>lá</font></big><font face='AR UDJingxihei'><br>• old variant of 砬[lá]<br></font>
磙,<big><font color='#f00'>gǔn</font></big><font face='AR UDJingxihei'><br>• roller<br>• to level with a roller<br></font>
磚,<big><font color='#f00'>zhuān</font></big><font face='AR UDJingxihei'><br>• brick<br>• CL:塊|块[kuài]<br></font>
磛,<big><font color='#f00'>chán</font></big><font face='AR UDJingxihei'><br>• cliff<br>• peak<br></font>
磟,<big><font color='#f00'>liù</font></big><font face='AR UDJingxihei'><br>• variant of 碌[liù]<br></font>
磠,<big><font color='#f00'>lǔ</font></big><font face='AR UDJingxihei'><br>• ammonium<br></font>
磡,<big><font color='#f00'>kàn</font></big><font face='AR UDJingxihei'><br>• dangerous sea-cliff<br></font>
磣,<big><font color='#f00'>chěn</font></big><font face='AR UDJingxihei'><br>• gritty (of food)<br>• unsightly<br></font>
磤,<big><font color='#f00'>yǐn</font></big><font face='AR UDJingxihei'><br>• (onom.) sound of thunder<br></font>
磥,<big><font color='#f00'>lěi</font></big><font face='AR UDJingxihei'><br>• a heap of stones<br>• boulders<br></font>
磧,<big><font color='#f00'>qì</font></big><font face='AR UDJingxihei'><br>• moraine<br>• rocks in shallow water<br></font>
磨,<big><font color='#f00'>mó</font></big><font face='AR UDJingxihei'><br>• to rub<br>• to grind<br>• to polish<br>• to sharpen<br>• to wear down<br>• to die out<br>• to waste time<br>• to pester<br>• to insist<br></font>
磨,<big><font color='#f00'>mò</font></big><font face='AR UDJingxihei'><br>• grindstone<br>• to grind<br>• to turn round<br></font>
磪,<big><font color='#f00'>cuī</font></big><font face='AR UDJingxihei'><br>• a high mountain<br>• precipitous<br></font>
磬,<big><font color='#f00'>qìng</font></big><font face='AR UDJingxihei'><br>• chime stones, ancient percussion instrument made of stone or jade pieces hung in a row and struck as a xylophone<br></font>
磭,<big><font color='#f00'>chuò</font></big><font face='AR UDJingxihei'><br>• big lip<br></font>
磯,<big><font color='#f00'>jī</font></big><font face='AR UDJingxihei'><br>• breakwater<br>• jetty<br></font>
磲,<big><font color='#f00'>qú</font></big><font face='AR UDJingxihei'><br>• Tridacna gigas<br></font>
磴,<big><font color='#f00'>dèng</font></big><font face='AR UDJingxihei'><br>• cliff-ledge<br>• stone step<br></font>
磵,<big><font color='#f00'>jiàn</font></big><font face='AR UDJingxihei'><br>• variant of 澗|涧[jiàn]<br></font>
磷,<big><font color='#f00'>lín</font></big><font face='AR UDJingxihei'><br>• phosphorus (chemistry)<br></font>
磹,<big><font color='#f00'>diàn</font></big><font face='AR UDJingxihei'><br>• stone wedge<br></font>
磺,<big><font color='#f00'>huáng</font></big><font face='AR UDJingxihei'><br>• sulfur<br></font>
磻,<big><font color='#f00'>pán</font></big><font face='AR UDJingxihei'><br>• name of a river in Shaanxi<br></font>
磽,<big><font color='#f00'>qiāo</font></big><font face='AR UDJingxihei'><br>• stony soil<br></font>
礀,<big><font color='#f00'>jiàn</font></big><font face='AR UDJingxihei'><br>• variant of 澗|涧[jiàn]<br></font>
礁,<big><font color='#f00'>jiāo</font></big><font face='AR UDJingxihei'><br>• reef<br>• shoal rock<br></font>
礄,<big><font color='#f00'>qiáo</font></big><font face='AR UDJingxihei'><br>• used in place names<br>• see 礄頭|硚头[Qiáo tóu]<br></font>
礅,<big><font color='#f00'>dūn</font></big><font face='AR UDJingxihei'><br>• stone block<br></font>
礆,<big><font color='#f00'>jiǎn</font></big><font face='AR UDJingxihei'><br>• variant of 鹼|碱, alkali<br></font>
礌,<big><font color='#f00'>lèi</font></big><font face='AR UDJingxihei'><br>• see 礌石[lèi shí]<br></font>
礎,<big><font color='#f00'>chǔ</font></big><font face='AR UDJingxihei'><br>• foundation<br>• base<br></font>
礐,<big><font color='#f00'>hú</font></big><font face='AR UDJingxihei'><br>• (arch.) precious stone<br></font>
礐,<big><font color='#f00'>què</font></big><font face='AR UDJingxihei'><br>• (arch.) large stone<br>• boulder<br>• hard<br></font>
礓,<big><font color='#f00'>jiāng</font></big><font face='AR UDJingxihei'><br>• a small stone<br></font>
礗,<big><font color='#f00'>pīn</font></big><font face='AR UDJingxihei'><br>• sound of crushed stone<br></font>
礙,<big><font color='#f00'>ài</font></big><font face='AR UDJingxihei'><br>• to hinder<br>• to obstruct<br>• to block<br></font>
礚,<big><font color='#f00'>kē</font></big><font face='AR UDJingxihei'><br>• variant of 磕[kē]<br></font>
礜,<big><font color='#f00'>yù</font></big><font face='AR UDJingxihei'><br>• arsenic<br></font>
礝,<big><font color='#f00'>ruǎn</font></big><font face='AR UDJingxihei'><br>• old variant of 碝[ruǎn]<br></font>
礞,<big><font color='#f00'>méng</font></big><font face='AR UDJingxihei'><br>• (mineral)<br></font>
礡,<big><font color='#f00'>bó</font></big><font face='AR UDJingxihei'><br>• to fill<br>• to extend<br></font>
礤,<big><font color='#f00'>cǎ</font></big><font face='AR UDJingxihei'><br>• shredder<br>• grater (kitchen implement for grating vegetables)<br>• grindstone<br></font>
礦,<big><font color='#f00'>kuàng</font></big><font face='AR UDJingxihei'><br>• ore<br>• mine<br></font>
礧,<big><font color='#f00'>lèi</font></big><font face='AR UDJingxihei'><br>• roll stone down hill<br>• stone pile<br></font>
礪,<big><font color='#f00'>lì</font></big><font face='AR UDJingxihei'><br>• grind<br>• sandstone<br></font>
礫,<big><font color='#f00'>lì</font></big><font face='AR UDJingxihei'><br>• gravel<br>• small stone<br></font>
礬,<big><font color='#f00'>fán</font></big><font face='AR UDJingxihei'><br>• alum<br></font>
礮,<big><font color='#f00'>pào</font></big><font face='AR UDJingxihei'><br>• ancient ballista for throwing heavy stones<br>• variant of 炮[pào], cannon<br></font>
礱,<big><font color='#f00'>lóng</font></big><font face='AR UDJingxihei'><br>• to grind<br>• to mill<br></font>
礲,<big><font color='#f00'>lóng</font></big><font face='AR UDJingxihei'><br>• variant of 礱|砻, to grind<br>• to mill<br></font>
礵,<big><font color='#f00'>shuāng</font></big><font face='AR UDJingxihei'><br>• arsenic<br></font>
示,<big><font color='#f00'>shì</font></big><font face='AR UDJingxihei'><br>• to show<br>• to reveal<br></font>
礽,<big><font color='#f00'>réng</font></big><font face='AR UDJingxihei'><br>• blessings<br></font>
社,<big><font color='#f00'>shè</font></big><font face='AR UDJingxihei'><br>• society<br>• group<br>• club<br>• agency<br>• (old) god of the land<br></font>
礿,<big><font color='#f00'>yuè</font></big><font face='AR UDJingxihei'><br>• spring imperial ancestral sacrifice<br></font>
祀,<big><font color='#f00'>sì</font></big><font face='AR UDJingxihei'><br>• to sacrifice<br>• to offer libation to<br></font>
祁,<big><font color='#f00'>Qí</font></big><font face='AR UDJingxihei'><br>• surname Qi<br></font>
祁,<big><font color='#f00'>qí</font></big><font face='AR UDJingxihei'><br>• large<br>• vast<br></font>
祂,<big><font color='#f00'>tā</font></big><font face='AR UDJingxihei'><br>• (third person pronoun for a divine being)<br></font>
祄,<big><font color='#f00'>xiè</font></big><font face='AR UDJingxihei'><br>• to bless<br></font>
祅,<big><font color='#f00'>yāo</font></big><font face='AR UDJingxihei'><br>• evil spirit<br>• goblin<br>• witchcraft<br>• variant of 妖[yāo]<br>• common erroneous variant of 祆[Xiān] Ormazda<br></font>
祆,<big><font color='#f00'>Xiān</font></big><font face='AR UDJingxihei'><br>• Ormazda, the Sun God of the Zoroastrians and Manicheans<br>• the Sun God<br></font>
祇,<big><font color='#f00'>zhǐ</font></big><font face='AR UDJingxihei'><br>• variant of 只[zhǐ]<br></font>
祇,<big><font color='#f00'>qí</font></big><font face='AR UDJingxihei'><br>• earth-spirit<br>• peace<br></font>
祈,<big><font color='#f00'>qí</font></big><font face='AR UDJingxihei'><br>• to implore<br>• to pray<br>• to request<br></font>
祉,<big><font color='#f00'>zhǐ</font></big><font face='AR UDJingxihei'><br>• felicity<br></font>
祊,<big><font color='#f00'>bēng</font></big><font face='AR UDJingxihei'><br>• side altar inside ancestral temple<br></font>
祍,<big><font color='#f00'>rèn</font></big><font face='AR UDJingxihei'><br>• old variant of 衽[rèn]<br></font>
祏,<big><font color='#f00'>shí</font></big><font face='AR UDJingxihei'><br>• stone shrine<br></font>
祐,<big><font color='#f00'>yòu</font></big><font face='AR UDJingxihei'><br>• (of divinity) to bless<br>• to protect<br></font>
祓,<big><font color='#f00'>fú</font></big><font face='AR UDJingxihei'><br>• to cleanse<br>• to remove evil<br>• ritual for seeking good fortune and avoiding disaster<br></font>
祔,<big><font color='#f00'>fù</font></big><font face='AR UDJingxihei'><br>• worship ancestors<br></font>
祕,<big><font color='#f00'>mì</font></big><font face='AR UDJingxihei'><br>• variant of 秘[mì]<br></font>
祖,<big><font color='#f00'>Zǔ</font></big><font face='AR UDJingxihei'><br>• surname Zu<br></font>
祖,<big><font color='#f00'>zǔ</font></big><font face='AR UDJingxihei'><br>• ancestor<br>• forefather<br>• grandparents<br></font>
祗,<big><font color='#f00'>zhī</font></big><font face='AR UDJingxihei'><br>• respectful (ly)<br></font>
祘,<big><font color='#f00'>suàn</font></big><font face='AR UDJingxihei'><br>• variant of 算[suàn], to calculate<br></font>
祚,<big><font color='#f00'>zuò</font></big><font face='AR UDJingxihei'><br>• blessing<br>• the throne<br></font>
祛,<big><font color='#f00'>qū</font></big><font face='AR UDJingxihei'><br>• sacrifice to drive away calamity<br>• to dispel<br>• to drive away<br>• to remove<br></font>
祜,<big><font color='#f00'>hù</font></big><font face='AR UDJingxihei'><br>• celestial blessing<br></font>
祝,<big><font color='#f00'>Zhù</font></big><font face='AR UDJingxihei'><br>• surname Zhu<br></font>
祝,<big><font color='#f00'>zhù</font></big><font face='AR UDJingxihei'><br>• to wish<br>• to express good wishes<br>• to pray<br>• (old) wizard<br></font>
神,<big><font color='#f00'>Shén</font></big><font face='AR UDJingxihei'><br>• God<br>• abbr. for 神舟[Shén zhōu]<br></font>
神,<big><font color='#f00'>shén</font></big><font face='AR UDJingxihei'><br>• deity<br>• soul<br>• spirit<br>• unusual<br>• mysterious<br>• lively<br>• expressive<br>• expression<br>• look<br>• CL:個|个[gè]<br>• (slang) awesome<br>• amazing<br></font>
祟,<big><font color='#f00'>suì</font></big><font face='AR UDJingxihei'><br>• evil spirit<br></font>
祠,<big><font color='#f00'>cí</font></big><font face='AR UDJingxihei'><br>• shrine<br>• to offer a sacrifice<br></font>
祥,<big><font color='#f00'>xiáng</font></big><font face='AR UDJingxihei'><br>• auspicious<br>• propitious<br></font>
祧,<big><font color='#f00'>tiāo</font></big><font face='AR UDJingxihei'><br>• ancestral hall<br></font>
票,<big><font color='#f00'>piào</font></big><font face='AR UDJingxihei'><br>• ticket<br>• ballot<br>• banknote<br>• CL:張|张[zhāng]<br>• person held for ransom<br>• amateur performance of Chinese opera<br>• classifier for groups, batches, business transactions<br></font>
祫,<big><font color='#f00'>xiá</font></big><font face='AR UDJingxihei'><br>• triennial sacrifice to ancestors<br></font>
祭,<big><font color='#f00'>Zhài</font></big><font face='AR UDJingxihei'><br>• surname Zhai<br></font>
祭,<big><font color='#f00'>jì</font></big><font face='AR UDJingxihei'><br>• to offer sacrifice<br>• festive occasion<br></font>
祲,<big><font color='#f00'>jīn</font></big><font face='AR UDJingxihei'><br>• evil force<br></font>
祺,<big><font color='#f00'>qí</font></big><font face='AR UDJingxihei'><br>• auspicious<br>• propitious<br>• good luck<br>• felicity<br>• euphoria<br>• used for 旗, e.g. in 旗袍, long Chinese dress<br></font>
祻,<big><font color='#f00'>gù</font></big><font face='AR UDJingxihei'><br>• variant of 禍|祸, disaster<br></font>
祼,<big><font color='#f00'>guàn</font></big><font face='AR UDJingxihei'><br>• pour out libation<br></font>
祿,<big><font color='#f00'>lù</font></big><font face='AR UDJingxihei'><br>• good fortune<br>• official salary<br></font>
禁,<big><font color='#f00'>jīn</font></big><font face='AR UDJingxihei'><br>• to endure<br></font>
禁,<big><font color='#f00'>jìn</font></big><font face='AR UDJingxihei'><br>• to prohibit<br>• to forbid<br></font>
禂,<big><font color='#f00'>dǎo</font></big><font face='AR UDJingxihei'><br>• to pray<br>• prayer<br></font>
禇,<big><font color='#f00'>chǔ</font></big><font face='AR UDJingxihei'><br>• erroneous form of 褚<br></font>
禊,<big><font color='#f00'>xì</font></big><font face='AR UDJingxihei'><br>• semi-annual ceremony of purification<br></font>
禋,<big><font color='#f00'>yīn</font></big><font face='AR UDJingxihei'><br>• sacrifice<br></font>
禍,<big><font color='#f00'>huò</font></big><font face='AR UDJingxihei'><br>• disaster<br>• misfortune<br>• calamity<br></font>
