character,defination
柶,<big><font color='#f00'>sì</font></big><font face='AR UDJingxihei'><br>• spoon<br>• ladle<br></font>
柷,<big><font color='#f00'>zhù</font></big><font face='AR UDJingxihei'><br>• percussion instrument, a tapering wooden box struck on the inside with a wooden stick<br></font>
柸,<big><font color='#f00'>pēi</font></big><font face='AR UDJingxihei'><br>• to hate<br>• bear grudge<br></font>
柹,<big><font color='#f00'>shì</font></big><font face='AR UDJingxihei'><br>• old variant of 柿[shì]<br></font>
柺,<big><font color='#f00'>guǎi</font></big><font face='AR UDJingxihei'><br>• old man's staff<br></font>
査,<big><font color='#f00'>chá</font></big><font face='AR UDJingxihei'><br>• Japanese variant of 查<br></font>
柿,<big><font color='#f00'>shì</font></big><font face='AR UDJingxihei'><br>• persimmon<br></font>
栁,<big><font color='#f00'>liǔ</font></big><font face='AR UDJingxihei'><br>• old variant of 柳[liǔ]<br></font>
栃,<big><font color='#f00'>lì</font></big><font face='AR UDJingxihei'><br>• archaic variant of 櫪|枥, oak<br>• type of tree in ancient books<br>• stable (for horses)<br></font>
栄,<big><font color='#f00'>róng</font></big><font face='AR UDJingxihei'><br>• Japanese variant of 榮|荣[róng]<br></font>
栒,<big><font color='#f00'>xún</font></big><font face='AR UDJingxihei'><br>• cross bar<br></font>
栓,<big><font color='#f00'>shuān</font></big><font face='AR UDJingxihei'><br>• bottle stopper<br>• plug<br>• (gun) bolt<br>• (grenade) pin<br></font>
栔,<big><font color='#f00'>qì</font></big><font face='AR UDJingxihei'><br>• carve<br>• cut<br></font>
栗,<big><font color='#f00'>Lì</font></big><font face='AR UDJingxihei'><br>• surname Li<br></font>
栗,<big><font color='#f00'>lì</font></big><font face='AR UDJingxihei'><br>• chestnut<br></font>
栘,<big><font color='#f00'>yí</font></big><font face='AR UDJingxihei'><br>• shadbush or shadberry (genus Amelanchier)<br>• name for a stable during the Han Dynasty<br></font>
栝,<big><font color='#f00'>guā</font></big><font face='AR UDJingxihei'><br>• Juniperus chinensis<br>• measuring-frame<br></font>
栞,<big><font color='#f00'>kān</font></big><font face='AR UDJingxihei'><br>• old variant of 刊[kān]<br>• to peel with a knife<br>• to carve<br>• to amend<br></font>
栟,<big><font color='#f00'>bīng</font></big><font face='AR UDJingxihei'><br>• Trachycarpus excelsa<br></font>
校,<big><font color='#f00'>jiào</font></big><font face='AR UDJingxihei'><br>• to proofread<br>• to check<br>• to compare<br></font>
校,<big><font color='#f00'>xiào</font></big><font face='AR UDJingxihei'><br>• school<br>• military officer<br>• CL:所[suǒ]<br></font>
栢,<big><font color='#f00'>bǎi</font></big><font face='AR UDJingxihei'><br>• variant of 柏[bǎi]<br></font>
栩,<big><font color='#f00'>xǔ</font></big><font face='AR UDJingxihei'><br>• Quercus serrata<br></font>
株,<big><font color='#f00'>zhū</font></big><font face='AR UDJingxihei'><br>• tree trunk<br>• stump (tree root)<br>• a plant<br>• classifier for trees or plants<br>• strain (biology)<br>• to involve others (in shady business)<br></font>
栫,<big><font color='#f00'>jiàn</font></big><font face='AR UDJingxihei'><br>• fence<br>• palisade<br></font>
栭,<big><font color='#f00'>ér</font></big><font face='AR UDJingxihei'><br>• tree mushroom<br></font>
栰,<big><font color='#f00'>fá</font></big><font face='AR UDJingxihei'><br>• variant of 筏[fá]<br></font>
栱,<big><font color='#f00'>gǒng</font></big><font face='AR UDJingxihei'><br>• post<br></font>
栲,<big><font color='#f00'>kǎo</font></big><font face='AR UDJingxihei'><br>• chinquapin (Castanopsis fargesii and other spp.), genus of evergreen trees<br></font>
栳,<big><font color='#f00'>lǎo</font></big><font face='AR UDJingxihei'><br>• basket<br></font>
栴,<big><font color='#f00'>zhān</font></big><font face='AR UDJingxihei'><br>• see 栴檀[zhān tán]<br></font>
栵,<big><font color='#f00'>lì</font></big><font face='AR UDJingxihei'><br>• hedge<br></font>
核,<big><font color='#f00'>hé</font></big><font face='AR UDJingxihei'><br>• pit<br>• stone<br>• nucleus<br>• nuclear<br>• to examine<br>• to check<br>• to verify<br></font>
根,<big><font color='#f00'>gēn</font></big><font face='AR UDJingxihei'><br>• root<br>• basis<br>• classifier for long slender objects, e.g. cigarettes, guitar strings<br>• CL:條|条[tiáo]<br>• radical (chemistry)<br></font>
栻,<big><font color='#f00'>shì</font></big><font face='AR UDJingxihei'><br>• (tree)<br></font>
格,<big><font color='#f00'>gé</font></big><font face='AR UDJingxihei'><br>• square<br>• frame<br>• rule<br>• (legal) case<br>• style<br>• character<br>• standard<br>• pattern<br>• (grammar) case<br>• (classical) to obstruct<br>• to hinder<br>• (classical) to arrive<br>• to come<br>• (classical) to investigate<br>• to study exhaustively<br></font>
栽,<big><font color='#f00'>zāi</font></big><font face='AR UDJingxihei'><br>• to grow<br>• to plant<br>• to insert<br>• to force on sb<br>• to fall head first<br></font>
桀,<big><font color='#f00'>jié</font></big><font face='AR UDJingxihei'><br>• (emperor of Xia dynasty)<br>• cruel<br></font>
桁,<big><font color='#f00'>háng</font></big><font face='AR UDJingxihei'><br>• cangue (stocks to punish criminals)<br></font>
桁,<big><font color='#f00'>héng</font></big><font face='AR UDJingxihei'><br>• pole plate<br>• purlin (cross-beam in roof)<br>• ridge-pole<br></font>
桂,<big><font color='#f00'>Guì</font></big><font face='AR UDJingxihei'><br>• surname Gui<br>• abbr. for Guangxi Autonomous Region 廣西壯族自治區|广西壮族自治区[Guǎng xī Zhuàng zú Zì zhì qū]<br></font>
桂,<big><font color='#f00'>guì</font></big><font face='AR UDJingxihei'><br>• cassia<br>• laurel<br></font>
桃,<big><font color='#f00'>táo</font></big><font face='AR UDJingxihei'><br>• peach<br></font>
桄,<big><font color='#f00'>guāng</font></big><font face='AR UDJingxihei'><br>• see 桄榔[guāng láng]<br></font>
桄,<big><font color='#f00'>guàng</font></big><font face='AR UDJingxihei'><br>• woven wood and bamboo utensil<br>• classifier for threads and strings<br></font>
桅,<big><font color='#f00'>wéi</font></big><font face='AR UDJingxihei'><br>• mast<br></font>
框,<big><font color='#f00'>kuàng</font></big><font face='AR UDJingxihei'><br>• frame (e.g. door frame)<br>• casing<br>• fig. framework<br>• template<br>• to circle (i.e. draw a circle around sth)<br>• to frame<br>• to restrict<br>• Taiwan pr. [kuāng]<br></font>
案,<big><font color='#f00'>àn</font></big><font face='AR UDJingxihei'><br>• (legal) case<br>• incident<br>• record<br>• file<br>• table<br></font>
桉,<big><font color='#f00'>ān</font></big><font face='AR UDJingxihei'><br>• Eucalyptus globulus<br>• Taiwan pr. [àn]<br></font>
桋,<big><font color='#f00'>yí</font></big><font face='AR UDJingxihei'><br>• (tree)<br></font>
桌,<big><font color='#f00'>zhuō</font></big><font face='AR UDJingxihei'><br>• table<br>• desk<br>• classifier for tables of guests at a banquet etc<br></font>
桎,<big><font color='#f00'>zhì</font></big><font face='AR UDJingxihei'><br>• fetters<br></font>
桐,<big><font color='#f00'>tóng</font></big><font face='AR UDJingxihei'><br>• tree name (variously Paulownia, Firmiana or Aleurites)<br></font>
桑,<big><font color='#f00'>Sāng</font></big><font face='AR UDJingxihei'><br>• surname Sang<br></font>
桑,<big><font color='#f00'>sāng</font></big><font face='AR UDJingxihei'><br>• mulberry tree<br></font>
桒,<big><font color='#f00'>sāng</font></big><font face='AR UDJingxihei'><br>• old variant of 桑[sāng]<br></font>
桓,<big><font color='#f00'>Huán</font></big><font face='AR UDJingxihei'><br>• surname Huan<br></font>
桓,<big><font color='#f00'>huán</font></big><font face='AR UDJingxihei'><br>• Chinese soapberry (Sapindus mukurossi)<br>• big<br>• pillar (old)<br></font>
桔,<big><font color='#f00'>jié</font></big><font face='AR UDJingxihei'><br>• Platycodon grandiflorus<br>• water bucket<br></font>
桔,<big><font color='#f00'>jú</font></big><font face='AR UDJingxihei'><br>• variant of 橘[jú]<br></font>
桕,<big><font color='#f00'>jiù</font></big><font face='AR UDJingxihei'><br>• Tallow tree<br>• Sapium sebiferum<br></font>
桚,<big><font color='#f00'>zǎn</font></big><font face='AR UDJingxihei'><br>• old variant of 拶[zǎn]<br></font>
桜,<big><font color='#f00'>yīng</font></big><font face='AR UDJingxihei'><br>• Japanese variant of 櫻|樱[yīng]<br></font>
桟,<big><font color='#f00'>zhàn</font></big><font face='AR UDJingxihei'><br>• Japanese variant of 棧|栈[zhàn]<br></font>
桫,<big><font color='#f00'>suō</font></big><font face='AR UDJingxihei'><br>• horse chestnut<br>• Stewartia pseudocamellia (botany)<br></font>
桭,<big><font color='#f00'>zhēn</font></big><font face='AR UDJingxihei'><br>• eaves<br>• space between two pillars<br></font>
桮,<big><font color='#f00'>bēi</font></big><font face='AR UDJingxihei'><br>• variant of 杯[bēi]<br></font>
桯,<big><font color='#f00'>tīng</font></big><font face='AR UDJingxihei'><br>• bed side stand<br></font>
桲,<big><font color='#f00'>bó</font></big><font face='AR UDJingxihei'><br>• flail<br></font>
桴,<big><font color='#f00'>fú</font></big><font face='AR UDJingxihei'><br>• beam<br>• rafter<br></font>
桶,<big><font color='#f00'>tǒng</font></big><font face='AR UDJingxihei'><br>• bucket<br>• (trash) can<br>• barrel (of oil etc)<br>• CL:個|个[gè],隻|只[zhī]<br></font>
桷,<big><font color='#f00'>jué</font></big><font face='AR UDJingxihei'><br>• rafter<br>• malus toringo<br></font>
桹,<big><font color='#f00'>láng</font></big><font face='AR UDJingxihei'><br>• (palm)<br></font>
桺,<big><font color='#f00'>liǔ</font></big><font face='AR UDJingxihei'><br>• old variant of 柳[liǔ]<br></font>
桿,<big><font color='#f00'>gǎn</font></big><font face='AR UDJingxihei'><br>• stick<br>• pole<br>• lever<br>• classifier for long objects such as guns<br></font>
梁,<big><font color='#f00'>Liáng</font></big><font face='AR UDJingxihei'><br>• name of Kingdoms and Dynasties at different periods<br>• surname Liang<br></font>
梁,<big><font color='#f00'>liáng</font></big><font face='AR UDJingxihei'><br>• beam of roof<br>• bridge<br></font>
梃,<big><font color='#f00'>tǐng</font></big><font face='AR UDJingxihei'><br>• a club (weapon)<br></font>
梅,<big><font color='#f00'>Méi</font></big><font face='AR UDJingxihei'><br>• surname Mei<br></font>
梅,<big><font color='#f00'>méi</font></big><font face='AR UDJingxihei'><br>• plum<br>• plum flower<br>• Japanese apricot (Prunus mume)<br></font>
梆,<big><font color='#f00'>bāng</font></big><font face='AR UDJingxihei'><br>• watchman's rattle<br></font>
梊,<big><font color='#f00'>dì</font></big><font face='AR UDJingxihei'><br>• squeeze out of<br>• extract<br></font>
梍,<big><font color='#f00'>zào</font></big><font face='AR UDJingxihei'><br>• Chinese honey locust (Gleditsia sinensis)<br>• now written zào jiá 皂莢|皂荚<br></font>
梏,<big><font color='#f00'>gù</font></big><font face='AR UDJingxihei'><br>• braces (med.)<br>• fetters<br>• manacles<br></font>
梐,<big><font color='#f00'>bì</font></big><font face='AR UDJingxihei'><br>• stockade<br></font>
梓,<big><font color='#f00'>zǐ</font></big><font face='AR UDJingxihei'><br>• Catalpa kaempferi<br>• printing blocks<br></font>
梔,<big><font color='#f00'>zhī</font></big><font face='AR UDJingxihei'><br>• gardenia<br>• cape jasmine (Gardenia jasminoides)<br>• same as 栀子<br></font>
梗,<big><font color='#f00'>gěng</font></big><font face='AR UDJingxihei'><br>• branch<br>• stem<br>• stalk<br>• CL:根[gēn]<br>• to block<br>• to hinder<br>• (Tw) interesting, fresh, or amusing subject matter or scenario<br></font>
梘,<big><font color='#f00'>jiǎn</font></big><font face='AR UDJingxihei'><br>• bamboo conduit<br>• wooden peg<br>• spout<br>• same as 筧|笕<br></font>
梜,<big><font color='#f00'>jiā</font></big><font face='AR UDJingxihei'><br>• (old) chopsticks<br>• Taiwan pr. [jiá]<br></font>
條,<big><font color='#f00'>tiáo</font></big><font face='AR UDJingxihei'><br>• strip<br>• item<br>• article<br>• clause (of law or treaty)<br>• classifier for long thin things (ribbon, river, road, trousers etc)<br></font>
梟,<big><font color='#f00'>xiāo</font></big><font face='AR UDJingxihei'><br>• owl<br>• valiant<br>• trafficker<br></font>
梠,<big><font color='#f00'>lu:3</font></big><font face='AR UDJingxihei'><br>• beam at the eaves<br></font>
梡,<big><font color='#f00'>kuǎn</font></big><font face='AR UDJingxihei'><br>• (tree)<br>• stand for sacrifice<br></font>
梢,<big><font color='#f00'>shāo</font></big><font face='AR UDJingxihei'><br>• tip of branch<br></font>
梣,<big><font color='#f00'>chén</font></big><font face='AR UDJingxihei'><br>• Chinese ash (Fraxinus chinensis)<br></font>
梥,<big><font color='#f00'>sōng</font></big><font face='AR UDJingxihei'><br>• old variant of 松[sōng]<br></font>
梧,<big><font color='#f00'>wú</font></big><font face='AR UDJingxihei'><br>• Sterculia platanifolia<br></font>
梨,<big><font color='#f00'>lí</font></big><font face='AR UDJingxihei'><br>• pear<br>• CL:個|个[gè]<br></font>
梩,<big><font color='#f00'>lí</font></big><font face='AR UDJingxihei'><br>• basket for removing earth<br>• spade<br></font>
梭,<big><font color='#f00'>suō</font></big><font face='AR UDJingxihei'><br>• shuttle (textiles)<br>• to move back and fro<br></font>
梯,<big><font color='#f00'>tī</font></big><font face='AR UDJingxihei'><br>• ladder<br>• stairs<br></font>
械,<big><font color='#f00'>xiè</font></big><font face='AR UDJingxihei'><br>• appliance<br>• tool<br>• weapon<br>• shackles<br>• also pr. [jiè]<br></font>
梱,<big><font color='#f00'>kǔn</font></big><font face='AR UDJingxihei'><br>• movable door sill<br></font>
梲,<big><font color='#f00'>zhuó</font></big><font face='AR UDJingxihei'><br>• club (weapon)<br>• small pillar<br></font>
梳,<big><font color='#f00'>shū</font></big><font face='AR UDJingxihei'><br>• a comb<br>• to comb<br></font>
梴,<big><font color='#f00'>chān</font></big><font face='AR UDJingxihei'><br>• length (of a tree or beam)<br>• long<br></font>
梵,<big><font color='#f00'>Fàn</font></big><font face='AR UDJingxihei'><br>• abbr. for 梵教[Fàn jiào] Brahmanism<br>• abbr. for Sanskrit 梵語|梵语[Fàn yǔ] or 梵文[Fàn wén]<br>• abbr. for 梵蒂岡|梵蒂冈[Fàn dì gāng], the Vatican<br></font>
梸,<big><font color='#f00'>lí</font></big><font face='AR UDJingxihei'><br>• old variant of 梨[lí]<br></font>
梹,<big><font color='#f00'>bīng</font></big><font face='AR UDJingxihei'><br>• variant of 檳|槟[bīng]<br></font>
棁,<big><font color='#f00'>zhuō</font></big><font face='AR UDJingxihei'><br>• (wooden) stick<br>• roof beam<br></font>
棃,<big><font color='#f00'>lí</font></big><font face='AR UDJingxihei'><br>• variant of 梨[lí], pear<br></font>
棄,<big><font color='#f00'>qì</font></big><font face='AR UDJingxihei'><br>• to abandon<br>• to relinquish<br>• to discard<br>• to throw away<br></font>
棉,<big><font color='#f00'>mián</font></big><font face='AR UDJingxihei'><br>• generic term for cotton or kapok<br>• cotton<br>• padded or quilted with cotton<br></font>
棊,<big><font color='#f00'>qí</font></big><font face='AR UDJingxihei'><br>• variant of 棋[qí]<br></font>
棋,<big><font color='#f00'>qí</font></big><font face='AR UDJingxihei'><br>• chess<br>• chess-like game<br>• a game of chess<br>• CL:盤|盘[pán]<br>• chess piece<br>• CL:個|个[gè],顆|颗[kē]<br></font>
棍,<big><font color='#f00'>gùn</font></big><font face='AR UDJingxihei'><br>• stick<br>• rod<br>• truncheon<br></font>
棐,<big><font color='#f00'>fěi</font></big><font face='AR UDJingxihei'><br>• Torreya nucifera<br>• strengthen<br></font>
棑,<big><font color='#f00'>pái</font></big><font face='AR UDJingxihei'><br>• raft<br>• shield<br>• stern of junk<br></font>
棒,<big><font color='#f00'>bàng</font></big><font face='AR UDJingxihei'><br>• stick<br>• club<br>• cudgel<br>• smart<br>• capable<br>• strong<br>• wonderful<br>• classifier for legs of a relay race<br></font>
棕,<big><font color='#f00'>zōng</font></big><font face='AR UDJingxihei'><br>• palm<br>• palm fiber<br>• coir (coconut fiber)<br>• brown<br></font>
棖,<big><font color='#f00'>chéng</font></big><font face='AR UDJingxihei'><br>• door post<br></font>
棗,<big><font color='#f00'>zǎo</font></big><font face='AR UDJingxihei'><br>• jujube<br>• dates<br></font>
棘,<big><font color='#f00'>jí</font></big><font face='AR UDJingxihei'><br>• thorns<br></font>
棚,<big><font color='#f00'>péng</font></big><font face='AR UDJingxihei'><br>• shed<br>• canopy<br>• shack<br></font>
棜,<big><font color='#f00'>yù</font></big><font face='AR UDJingxihei'><br>• tray for carrying sacrificial meats<br></font>
棟,<big><font color='#f00'>dòng</font></big><font face='AR UDJingxihei'><br>• classifier for houses or buildings<br>• ridgepole (old)<br></font>
棠,<big><font color='#f00'>táng</font></big><font face='AR UDJingxihei'><br>• cherry-apple<br></font>
棣,<big><font color='#f00'>dì</font></big><font face='AR UDJingxihei'><br>• Kerria japonica<br></font>
棤,<big><font color='#f00'>cuò</font></big><font face='AR UDJingxihei'><br>• rough tree bark<br></font>
棧,<big><font color='#f00'>zhàn</font></big><font face='AR UDJingxihei'><br>• a wooden or bamboo pen for sheep or cattle<br>• wood or bamboo trestlework<br>• a warehouse<br></font>
棨,<big><font color='#f00'>qǐ</font></big><font face='AR UDJingxihei'><br>• tally for going through a pass<br></font>
棩,<big><font color='#f00'>yuān</font></big><font face='AR UDJingxihei'><br>• crooked (tree)<br></font>
棪,<big><font color='#f00'>yǎn</font></big><font face='AR UDJingxihei'><br>• (tree)<br></font>
棫,<big><font color='#f00'>yù</font></big><font face='AR UDJingxihei'><br>• (oak)<br>• thorny shrub<br></font>
棬,<big><font color='#f00'>quān</font></big><font face='AR UDJingxihei'><br>• bowl<br></font>
森,<big><font color='#f00'>Sēn</font></big><font face='AR UDJingxihei'><br>• Mori (Japanese surname)<br></font>
森,<big><font color='#f00'>sēn</font></big><font face='AR UDJingxihei'><br>• forest<br></font>
棯,<big><font color='#f00'>rěn</font></big><font face='AR UDJingxihei'><br>• jujube tree<br></font>
棰,<big><font color='#f00'>chuí</font></big><font face='AR UDJingxihei'><br>• to flog<br>• whip<br></font>
棱,<big><font color='#f00'>léng</font></big><font face='AR UDJingxihei'><br>• square beam<br>• variant of 稜|棱[léng]<br></font>
棲,<big><font color='#f00'>qī</font></big><font face='AR UDJingxihei'><br>• to perch<br>• to rest (of birds)<br>• to dwell<br>• to live<br>• to stay<br></font>
棳,<big><font color='#f00'>zhuó</font></big><font face='AR UDJingxihei'><br>• small pillars that support the roof, those which rest on the main beam<br></font>
棵,<big><font color='#f00'>kē</font></big><font face='AR UDJingxihei'><br>• classifier for trees, cabbages, plants etc<br></font>
棶,<big><font color='#f00'>lái</font></big><font face='AR UDJingxihei'><br>• see 棶木|梾木[lái mù]<br></font>
棸,<big><font color='#f00'>Zōu</font></big><font face='AR UDJingxihei'><br>• surname Zou<br></font>
棹,<big><font color='#f00'>zhuō</font></big><font face='AR UDJingxihei'><br>• variant of 桌[zhuō]<br></font>
棺,<big><font color='#f00'>guān</font></big><font face='AR UDJingxihei'><br>• coffin<br></font>
棻,<big><font color='#f00'>fēn</font></big><font face='AR UDJingxihei'><br>• aromatic wood<br>• perfume<br>• fragrance<br></font>
棼,<big><font color='#f00'>fén</font></big><font face='AR UDJingxihei'><br>• beams in roof<br>• confused<br></font>
椀,<big><font color='#f00'>wǎn</font></big><font face='AR UDJingxihei'><br>• variant of 碗[wǎn]<br></font>
椄,<big><font color='#f00'>jiē</font></big><font face='AR UDJingxihei'><br>• to graft<br></font>
椅,<big><font color='#f00'>yǐ</font></big><font face='AR UDJingxihei'><br>• chair<br></font>
椆,<big><font color='#f00'>chóu</font></big><font face='AR UDJingxihei'><br>• species of tree resistant to cold weather<br></font>
椈,<big><font color='#f00'>jú</font></big><font face='AR UDJingxihei'><br>• Fagus sylvatica<br></font>
椉,<big><font color='#f00'>chéng</font></big><font face='AR UDJingxihei'><br>• old variant of 乘[chéng]<br></font>
椊,<big><font color='#f00'>zuó</font></big><font face='AR UDJingxihei'><br>• to fit a handle into a socket<br>• a plug or cork<br></font>
椋,<big><font color='#f00'>liáng</font></big><font face='AR UDJingxihei'><br>• see 椋鳥|椋鸟[liáng niǎo]<br></font>
椌,<big><font color='#f00'>qiāng</font></big><font face='AR UDJingxihei'><br>• (wooden mus. instr.)<br></font>
植,<big><font color='#f00'>zhí</font></big><font face='AR UDJingxihei'><br>• to plant<br></font>
椎,<big><font color='#f00'>chuí</font></big><font face='AR UDJingxihei'><br>• a hammer<br></font>
椎,<big><font color='#f00'>zhuī</font></big><font face='AR UDJingxihei'><br>• spine<br></font>
椏,<big><font color='#f00'>yā</font></big><font face='AR UDJingxihei'><br>• forking branch<br></font>
椐,<big><font color='#f00'>jū</font></big><font face='AR UDJingxihei'><br>• Zelkowa acuminata<br></font>
椑,<big><font color='#f00'>bēi</font></big><font face='AR UDJingxihei'><br>• Fagus sylvatica<br></font>
椒,<big><font color='#f00'>jiāo</font></big><font face='AR UDJingxihei'><br>• pepper<br></font>
椓,<big><font color='#f00'>zhuó</font></big><font face='AR UDJingxihei'><br>• beat<br></font>
椗,<big><font color='#f00'>dìng</font></big><font face='AR UDJingxihei'><br>• variant of 碇[dìng]<br></font>
検,<big><font color='#f00'>jiǎn</font></big><font face='AR UDJingxihei'><br>• Japanese variant of 檢|检<br></font>
椥,<big><font color='#f00'>zhī</font></big><font face='AR UDJingxihei'><br>• see 檳椥|槟椥[Bīn zhī]<br></font>
椪,<big><font color='#f00'>pèng</font></big><font face='AR UDJingxihei'><br>• see 椪柑[pèng gān]<br></font>
椰,<big><font color='#f00'>yē</font></big><font face='AR UDJingxihei'><br>• coconut palm<br>• Taiwan pr. [yé]<br></font>
椳,<big><font color='#f00'>wēi</font></big><font face='AR UDJingxihei'><br>• the pivots, at the top and bottom of a Chinese door, on which the door turns<br></font>
椴,<big><font color='#f00'>duàn</font></big><font face='AR UDJingxihei'><br>• Chinese linden (Tilia chinensis)<br></font>
椵,<big><font color='#f00'>jiǎ</font></big><font face='AR UDJingxihei'><br>• (grapefruit)<br></font>
椶,<big><font color='#f00'>zōng</font></big><font face='AR UDJingxihei'><br>• variant of 棕[zōng]<br></font>
椷,<big><font color='#f00'>jiān</font></big><font face='AR UDJingxihei'><br>• (wooden) box<br>• cup<br>• old variant of 緘|缄[jiān]<br>• letter<br></font>
椸,<big><font color='#f00'>yí</font></big><font face='AR UDJingxihei'><br>• clothes-horse<br></font>
椹,<big><font color='#f00'>shèn</font></big><font face='AR UDJingxihei'><br>• variant of 葚[shèn]<br></font>
椽,<big><font color='#f00'>chuán</font></big><font face='AR UDJingxihei'><br>• beam<br>• rafter<br>• classifier for rooms<br></font>
椾,<big><font color='#f00'>jiān</font></big><font face='AR UDJingxihei'><br>• variant of 箋|笺[jiān]<br></font>
椿,<big><font color='#f00'>chūn</font></big><font face='AR UDJingxihei'><br>• Chinese toon (Toona sinensis)<br>• tree of heaven (Ailanthus altissima)<br>• (literary metaphor) father<br></font>
楀,<big><font color='#f00'>Yǔ</font></big><font face='AR UDJingxihei'><br>• surname Yu<br>• (arch. name of tree)<br></font>
楂,<big><font color='#f00'>chá</font></big><font face='AR UDJingxihei'><br>• fell trees<br>• raft<br>• to hew<br></font>
楂,<big><font color='#f00'>zhā</font></big><font face='AR UDJingxihei'><br>• Chinese quince<br>• hawthorn<br></font>
楄,<big><font color='#f00'>pián</font></big><font face='AR UDJingxihei'><br>• basket-couch in coffin<br></font>
楅,<big><font color='#f00'>bì</font></big><font face='AR UDJingxihei'><br>• ox yoke placed on the horns<br></font>
楊,<big><font color='#f00'>Yáng</font></big><font face='AR UDJingxihei'><br>• surname Yang<br></font>
楊,<big><font color='#f00'>yáng</font></big><font face='AR UDJingxihei'><br>• poplar<br></font>
楋,<big><font color='#f00'>là</font></big><font face='AR UDJingxihei'><br>• to plant trees (old)<br></font>
楍,<big><font color='#f00'>běn</font></big><font face='AR UDJingxihei'><br>• old variant of 本[běn]<br></font>
楎,<big><font color='#f00'>hún</font></big><font face='AR UDJingxihei'><br>• clothes-horse<br></font>
楓,<big><font color='#f00'>fēng</font></big><font face='AR UDJingxihei'><br>• maple (genus Acer)<br></font>
楔,<big><font color='#f00'>xiē</font></big><font face='AR UDJingxihei'><br>• to wedge<br>• wedge<br></font>
楗,<big><font color='#f00'>jiàn</font></big><font face='AR UDJingxihei'><br>• material (such as rocks, earth, bamboo etc) used to hastily repair a dike<br>• (literary) door bar (vertical bar used to prevent the horizontal movement of a door bolt)<br></font>
楘,<big><font color='#f00'>mù</font></big><font face='AR UDJingxihei'><br>• ornaments on chariot-shaft<br></font>
楙,<big><font color='#f00'>mào</font></big><font face='AR UDJingxihei'><br>• Cydonia japonica<br></font>
楚,<big><font color='#f00'>Chǔ</font></big><font face='AR UDJingxihei'><br>• surname Chu<br>• abbr. for Hubei 湖北省[Hú běi Shěng] and Hunan 湖南省[Hú nán Shěng] provinces together<br>• Chinese kingdom during the Spring and Autumn and Warring States Periods (722-221 BC)<br></font>
楚,<big><font color='#f00'>chǔ</font></big><font face='AR UDJingxihei'><br>• distinct<br>• clear<br>• orderly<br>• pain<br>• suffering<br>• deciduous bush used in Chinese medicine (genus Vitex)<br>• punishment cane (old)<br></font>
楛,<big><font color='#f00'>hù</font></big><font face='AR UDJingxihei'><br>• (tree)<br></font>
楛,<big><font color='#f00'>kǔ</font></big><font face='AR UDJingxihei'><br>• broken utensil<br></font>
楝,<big><font color='#f00'>liàn</font></big><font face='AR UDJingxihei'><br>• Melia japonica<br></font>
楞,<big><font color='#f00'>léng</font></big><font face='AR UDJingxihei'><br>• variant of 稜|棱, corner<br>• square beam<br>• edge<br>• arris (curve formed by two surfaces meeting at an edge)<br>• see 楞迦 Sri Lanka<br></font>
楞,<big><font color='#f00'>lèng</font></big><font face='AR UDJingxihei'><br>• variant of 愣[lèng]<br>• to look distracted<br>• to stare blankly<br>• distracted<br>• blank<br></font>
楟,<big><font color='#f00'>tíng</font></big><font face='AR UDJingxihei'><br>• tree<br></font>
楠,<big><font color='#f00'>nán</font></big><font face='AR UDJingxihei'><br>• Machilus nanmu<br>• Chinese cedar<br>• Chinese giant redwood<br></font>
楢,<big><font color='#f00'>yóu</font></big><font face='AR UDJingxihei'><br>• Quercus glandulifera<br></font>
楣,<big><font color='#f00'>méi</font></big><font face='AR UDJingxihei'><br>• lintel<br>• crossbeam<br></font>
楥,<big><font color='#f00'>xuàn</font></big><font face='AR UDJingxihei'><br>• (wooden) shoe last<br>• variant of 楦[xuàn]<br></font>
楦,<big><font color='#f00'>xuàn</font></big><font face='AR UDJingxihei'><br>• to block (a hat)<br>• to stretch (a shoe)<br></font>
楨,<big><font color='#f00'>zhēn</font></big><font face='AR UDJingxihei'><br>• evergreen shrub<br></font>
楩,<big><font color='#f00'>pián</font></big><font face='AR UDJingxihei'><br>• (tree)<br></font>
楪,<big><font color='#f00'>dié</font></big><font face='AR UDJingxihei'><br>• small dish<br>• window<br></font>
楫,<big><font color='#f00'>jí</font></big><font face='AR UDJingxihei'><br>• oar (archaic)<br></font>
楬,<big><font color='#f00'>jié</font></big><font face='AR UDJingxihei'><br>• a peg<br>• tally<br>• score<br></font>
業,<big><font color='#f00'>Yè</font></big><font face='AR UDJingxihei'><br>• surname Ye<br></font>
業,<big><font color='#f00'>yè</font></big><font face='AR UDJingxihei'><br>• line of business<br>• industry<br>• occupation<br>• job<br>• employment<br>• school studies<br>• enterprise<br>• property<br>• (Buddhism) karma<br>• deed<br>• to engage in<br>• already<br></font>
楮,<big><font color='#f00'>chǔ</font></big><font face='AR UDJingxihei'><br>• Broussonetia kasinoki<br></font>
楯,<big><font color='#f00'>shǔn</font></big><font face='AR UDJingxihei'><br>• draw forth<br>• horizontal railing<br></font>
楰,<big><font color='#f00'>yú</font></big><font face='AR UDJingxihei'><br>• (tree)<br></font>
楳,<big><font color='#f00'>méi</font></big><font face='AR UDJingxihei'><br>• variant of 梅[méi]<br></font>
